Source,Target,Amount,LND1
15,3732,2015610,"[[15, 10113, 18, 3732], np.float64(3.01561), np.int64(104), 4, 'Success']"
507,5409,16157291,"[[507, 174, 321, 5409], np.float64(5006.2082), np.int64(120), 4, 'Failure']"
7492,12417,1,"[[7492, 6274, 4764, 855, 12417], np.float64(0.00335), np.int64(264), 5, 'Success']"
4841,11652,73,"[[4841, 12445, 858, 314, 11652], np.float64(0.027039999999999998), np.int64(266), 5, 'Success']"
7504,10358,631,"[[7504, 7218, 10294, 10358], np.float64(0.0), np.int64(328), 4, 'Success']"
4734,3272,2554,"[[4734, 12325, 5454, 609, 3272], np.float64(0.00255), np.int64(154), 5, 'Success']"
12737,3117,41117,"[[12737, 12315, 2, 3117], np.float64(45.23281), np.int64(202), 4, 'Failure']"
6312,2370,957481,"[[6312, 32, 855, 2370], np.float64(670.37478), np.int64(224), 4, 'Success']"
133,5308,3643585,"[[133, 321, 351, 5308], np.float64(365.3585), np.int64(212), 4, 'Success']"
579,1983,11266101,"[[579, 1983], 0, np.int64(144), 2, 'Success']"
1496,10077,6,"[[1496, 1236, 254, 7218, 10077], np.float64(0.01825), np.int64(264), 5, 'Success']"
11380,646,81,"[[11380, 10159, 6020, 634, 646], np.float64(5.08401), np.int64(264), 5, 'Success']"
4867,12653,690,"[[4867, 3642, 609, 12653], np.float64(0.13801000000000002), np.int64(120), 4, 'Success']"
6976,3588,9419,"[[6976, 32, 137, 3588], np.float64(8.15606), np.int64(234), 4, 'Success']"
2561,807,80384,"[[2561, 32, 2680, 801, 807], np.float64(282.38394999999997), np.int64(264), 5, 'Success']"
10773,782,409412,"[[10773, 91, 6653, 782], np.float64(472.38621), np.int64(280), 4, 'Success']"
442,3646,5902691,"[[442, 233, 893, 3646], np.float64(31.26078), np.int64(114), 4, 'Success']"
56,12654,14920904,"[[56, 321, 167, 12654], np.float64(1509.01289), np.int64(224), 4, 'Failure']"
4112,4640,4,"[[4112, 855, 10159, 4640], np.float64(0.0008200000000000001), np.int64(120), 4, 'Success']"
6139,11448,82,
9995,4888,569,"[[9995, 21, 4822, 4888], np.float64(1.00057), np.int64(224), 4, 'Success']"
69,4664,7575,"[[69, 5307, 3083, 4664], np.float64(1.00758), np.int64(224), 4, 'Success']"
11256,1835,59665,"[[11256, 855, 1835], np.float64(11.933), np.int64(80), 3, 'Success']"
562,80,846953,"[[562, 1977, 2323, 321, 80], np.float64(5.54086), np.int64(160), 5, 'Success']"
9506,990,1356771,"[[9506, 321, 855, 990], np.float64(273.71124), np.int64(120), 4, 'Failure']"
7927,4127,10814923,"[[7927, 2683, 177, 4127], np.float64(1678.6237800000001), np.int64(120), 4, 'Success']"
9405,10324,4,
785,9747,77,"[[785, 723, 3099, 5986, 470, 9747], np.float64(0.01563), np.int64(254), 6, 'Success']"
7999,9680,892,"[[7999, 600, 9680], np.float64(2.676), np.int64(80), 3, 'Success']"
10309,9694,8251,"[[10309, 3837, 2861, 2635, 9694], np.float64(0.5247499999999999), np.int64(160), 5, 'Success']"
8370,9912,36029,"[[8370, 78, 4, 9912], np.float64(5.59196), np.int64(120), 4, 'Success']"
12792,8467,586780,"[[12792, 2950, 2920, 167, 8467], np.float64(55.25787), np.int64(150), 5, 'Failure']"
6188,983,2011803,"[[6188, 3065, 445, 983], np.float64(326.8646), np.int64(224), 4, 'Failure']"
88,1779,86925770,"[[88, 175, 321, 1779], np.float64(27828.158989999996), np.int64(202), 4, 'Failure']"
12619,6541,3,"[[12619, 609, 5624, 5280, 6541], np.float64(1.0041499999999999), np.int64(2136), 5, 'Success']"
1231,9083,82,"[[1231, 182, 6020, 8768, 9083], np.float64(1.00008), np.int64(264), 5, 'Success']"
10376,9665,436,"[[10376, 10294, 3520, 576, 9665], np.float64(2.3316), np.int64(264), 5, 'Success']"
8942,9465,2732,"[[8942, 8768, 10113, 1067, 9465], np.float64(10.9362), np.int64(368), 5, 'Success']"
3033,1973,36282,"[[3033, 18, 70, 1973], np.float64(5.2818000000000005), np.int64(120), 4, 'Success']"
3511,6460,613504,
2433,6504,9623428,"[[2433, 131, 6504], np.float64(10.62343), np.int64(74), 3, 'Success']"
2508,313,12857882,"[[2508, 175, 53, 313], np.float64(709.43351), np.int64(92), 4, 'Failure']"
5903,3308,3,"[[5903, 32, 855, 3308], np.float64(1.0021), np.int64(224), 4, 'Success']"
9272,10918,47,"[[9272, 9268, 1881, 10918], np.float64(1.0020200000000001), np.int64(114), 4, 'Success']"
8149,1937,254,"[[8149, 149, 6640, 1930, 1937], np.float64(0.76733), np.int64(263), 5, 'Success']"
11815,6152,4144,"[[11815, 8457, 12325, 855, 6152], np.float64(1.83294), np.int64(154), 5, 'Success']"
1156,3189,14510,"[[1156, 1139, 17, 26, 3189], np.float64(1.14314), np.int64(154), 5, 'Success']"
251,8295,174262,"[[251, 623, 8168, 8295], np.float64(23.82853), np.int64(120), 4, 'Success']"
6577,3757,1312604,"[[6577, 479, 6597, 233, 3757], np.float64(115.19729), np.int64(148), 5, 'Failure']"
6414,2270,35434452,"[[6414, 53, 32, 2270], np.float64(19634.90896), np.int64(224), 4, 'Success']"
5362,11827,8,"[[5362, 63, 175, 167, 11827], np.float64(2.2504500000000003), np.int64(128), 5, 'Success']"
2845,3080,55,"[[2845, 609, 3177, 3080], np.float64(0.00011), np.int64(120), 4, 'Success']"
9407,6014,715,"[[9407, 9359, 6980, 6014], np.float64(0.09295), np.int64(120), 4, 'Success']"
1438,9349,5948,"[[1438, 855, 9403, 6607, 9349], np.float64(1.7785700000000002), np.int64(160), 5, 'Success']"
9728,10408,41616,"[[9728, 314, 2223, 10294, 10408], np.float64(0.002), np.int64(368), 5, 'Success']"
5849,89,266658,"[[5849, 1435, 32, 89], np.float64(200.76036), np.int64(224), 4, 'Failure']"
11338,3464,2466802,"[[11338, 886, 3019, 3169, 3464], np.float64(780.51121), np.int64(160), 5, 'Failure']"
8639,886,10494923,"[[8639, 3551, 3520, 855, 886], np.float64(5637.4845399999995), np.int64(160), 5, 'Success']"
7519,5079,9,"[[7519, 167, 2706, 4822, 5079], np.float64(1e-05), np.int64(248), 5, 'Success']"
8747,3163,92,"[[8747, 32, 3163], np.float64(1.04591), np.int64(184), 3, 'Success']"
5925,9782,426,"[[5925, 12445, 48, 9782], np.float64(0.18745), np.int64(122), 4, 'Success']"
5084,7319,6938,"[[5084, 4822, 3083, 6274, 7319], np.float64(0.0), np.int64(472), 5, 'Success']"
13022,12630,64260,"[[13022, 233, 5163, 12630], np.float64(39.39192), np.int64(114), 4, 'Success']"
2741,2606,817130,"[[2741, 612, 2606], np.float64(1.81713), np.int64(140), 3, 'Failure']"
6703,11622,1529220,"[[6703, 6631, 8782, 3941, 11622], np.float64(2793.8493700000004), np.int64(129), 5, 'Failure']"
4704,6587,16028812,"[[4704, 173, 141, 6587], np.float64(883.83466), np.int64(98), 4, 'Failure']"
5067,6515,2,"[[5067, 4822, 10113, 314, 6515], np.float64(0.00801), np.int64(368), 5, 'Success']"
10772,6294,17,"[[10772, 855, 2223, 6274, 6294], np.float64(0.0034), np.int64(264), 5, 'Success']"
10464,8717,620,"[[10464, 855, 8717], np.float64(0.124), np.int64(80), 3, 'Success']"
4179,9558,8069,"[[4179, 609, 2706, 4822, 9558], np.float64(0.00807), np.int64(264), 5, 'Success']"
9379,617,90656,"[[9379, 149, 32, 617], np.float64(46.329040000000006), np.int64(328), 4, 'Success']"
7701,12736,265600,"[[7701, 7702, 6562, 32, 8343, 12736], np.float64(168.03175), np.int64(402), 6, 'Failure']"
376,12312,2146816,"[[376, 173, 55, 4038, 12312], np.float64(377.95697), np.int64(138), 5, 'Failure']"
3013,11877,12265397,"[[3013, 2734, 48, 865, 11877], np.float64(31907.39845), np.int64(258), 5, 'Failure']"
5585,5943,5,"[[5585, 167, 3934, 5943], np.float64(6e-05), np.int64(120), 4, 'Success']"
2367,3286,62,"[[2367, 1139, 3166, 3286], np.float64(0.20155), np.int64(120), 4, 'Success']"
9170,10192,125,"[[9170, 8768, 10113, 314, 9893, 10192], np.float64(0.38978999999999997), np.int64(408), 6, 'Success']"
11421,8308,2577,"[[11421, 2, 36, 609, 8308], np.float64(0.2577), np.int64(170), 5, 'Success']"
319,1141,42117,"[[319, 2984, 4081, 1139, 1141], np.float64(133.1945), np.int64(160), 5, 'Success']"
621,9656,951228,"[[621, 354, 6941, 3221, 9656], np.float64(13.414769999999999), np.int64(148), 5, 'Failure']"
9551,8169,8949296,"[[9551, 1577, 167, 32, 8169], np.float64(4520.42132), np.int64(254), 5, 'Failure']"
1806,5307,15177101,"[[1806, 321, 11330, 5307], np.float64(16.1771), np.int64(120), 4, 'Success']"
11402,9681,2,"[[11402, 612, 4863, 9681], np.float64(1.0), np.int64(120), 4, 'Success']"
2900,7340,49,"[[2900, 1153, 91, 2, 7218, 7340], np.float64(1.5490500000000003), np.int64(432), 6, 'Success']"
586,1698,512,"[[586, 2537, 801, 919, 1698], np.float64(1.55141), np.int64(160), 5, 'Success']"
10979,2988,2994,"[[10979, 10294, 2223, 609, 2988], np.float64(9.34236), np.int64(264), 5, 'Success']"
6538,11722,69716,"[[6538, 32, 11722], np.float64(35.78828), np.int64(184), 3, 'Failure']"
1242,12001,347779,"[[1242, 609, 1325, 314, 12001], np.float64(2.3931199999999997), np.int64(264), 5, 'Failure']"
12805,451,7018756,"[[12805, 12479, 3119, 84, 451], np.float64(24.05629), np.int64(160), 5, 'Failure']"
12556,11719,10419871,"[[12556, 321, 3134, 4784, 11719], np.float64(9393.397519999999), np.int64(264), 5, 'Success']"
8583,3064,1,"[[8583, 8459, 233, 865, 3064], np.float64(1.0), np.int64(154), 5, 'Success']"
12918,7710,37,"[[12918, 2924, 12325, 36, 7218, 7710], np.float64(0.00204), np.int64(330), 6, 'Success']"
10850,757,264,"[[10850, 794, 870, 1139, 757], np.float64(0.8277500000000001), np.int64(160), 5, 'Success']"
931,8042,8003,"[[931, 930, 2359, 3957, 2877, 8042], np.float64(3.0560300000000002), np.int64(200), 6, 'Success']"
6889,11555,59789,"[[6889, 6890, 5975, 612, 11555], np.float64(20.05662), np.int64(160), 5, 'Success']"
3936,6564,323796,"[[3936, 233, 576, 5955, 6564], np.float64(35.416160000000005), np.int64(154), 5, 'Failure']"
6837,3848,2228964,"[[6837, 32, 18, 278, 3848], np.float64(1116.48361), np.int64(258), 5, 'Success']"
5059,150,12075693,"[[5059, 506, 29, 50, 150], np.float64(811.32968), np.int64(160), 5, 'Failure']"
7403,4198,6,"[[7403, 7218, 3642, 3374, 4198], np.float64(0.02101), np.int64(264), 5, 'Success']"
1273,2187,25,"[[1273, 233, 600, 2081, 2187], np.float64(0.07504999999999999), np.int64(154), 5, 'Success']"
6464,3239,279,"[[6464, 3292, 5100, 622, 3239], np.float64(0.00307), np.int64(140), 5, 'Success']"
7243,11205,8021,"[[7243, 6274, 6073, 855, 11205], np.float64(26.68306), np.int64(264), 5, 'Success']"
3629,2756,45199,"[[3629, 5972, 18, 2756], np.float64(1.4971999999999999), np.int64(120), 4, 'Success']"
12196,3214,448918,"[[12196, 148, 3214], np.float64(58.4615), np.int64(80), 3, 'Success']"
995,2416,1124939,"[[995, 547, 148, 2416], np.float64(1653.72982), np.int64(500), 4, 'Failure']"
12828,2904,11400975,"[[12828, 12325, 3292, 233, 2904], np.float64(32.00195), np.int64(128), 5, 'Failure']"
7392,5008,7,"[[7392, 6274, 36, 1139, 5008], np.float64(0.04206), np.int64(296), 5, 'Success']"
2242,1319,15,"[[2242, 233, 84, 1319], np.float64(1.50033), np.int64(94), 4, 'Success']"
12468,465,972,"[[12468, 855, 480, 415, 465], np.float64(1.1965399999999997), np.int64(160), 5, 'Success']"
1372,8088,3265,"[[1372, 48, 12111, 8088], np.float64(0.35915), np.int64(120), 4, 'Success']"
10222,9957,39353,"[[10222, 233, 9957], np.float64(0.86577), np.int64(74), 3, 'Success']"
6219,4976,693323,"[[6219, 6051, 623, 13058, 4976], np.float64(79.26632), np.int64(160), 5, 'Failure']"
6768,3974,1646306,"[[6768, 177, 174, 3974], np.float64(92.79683), np.int64(98), 4, 'Success']"
6587,351,18033196,"[[6587, 1983, 351], np.float64(3246.97528), np.int64(74), 3, 'Success']"
1134,3314,3,"[[1134, 600, 2654, 2, 3314], np.float64(0.00031), np.int64(138), 5, 'Success']"
3531,10095,77,"[[3531, 609, 2223, 7218, 10095], np.float64(8e-05), np.int64(264), 5, 'Success']"
8398,7930,236,"[[8398, 8399, 9261, 600, 7930], np.float64(0.71676), np.int64(160), 5, 'Success']"
4794,4378,3887,"[[4794, 177, 12325, 10, 4378], np.float64(10.072099999999999), np.int64(154), 5, 'Success']"
1583,1960,38295,"[[1583, 18, 174, 247, 1960], np.float64(36.92689), np.int64(160), 5, 'Failure']"
5140,1562,739794,"[[5140, 5660, 12325, 2169, 1562], np.float64(166.55748), np.int64(138), 5, 'Failure']"
6582,2220,3223544,"[[6582, 6897, 175, 2220], np.float64(995.4758099999999), np.int64(120), 4, 'Failure']"
6587,967,10001779,"[[6587, 612, 2734, 967], np.float64(25016.47428), np.int64(218), 4, 'Success']"
2966,10685,2,"[[2966, 2967, 293, 2223, 10294, 10685], np.float64(0.0), np.int64(304), 6, 'Success']"
10449,4731,55,"[[10449, 9626, 5630, 5455, 6088, 4731], np.float64(0.007930000000000001), np.int64(200), 6, 'Success']"
462,4795,353,
735,10678,2220,"[[735, 600, 2223, 10294, 10678], np.float64(2.22), np.int64(264), 5, 'Success']"
3601,4299,16011,"[[3601, 634, 218, 189, 4299], np.float64(53.56574), np.int64(644), 5, 'Success']"
5439,6068,824215,"[[5439, 233, 3292, 6068], np.float64(244.80801), np.int64(94), 4, 'Success']"
3604,1963,1617825,"[[3604, 3183, 855, 1963], np.float64(485.38086), np.int64(120), 4, 'Success']"
12512,167,47107321,"[[12512, 698, 57, 167], np.float64(49704.06681), np.int64(120), 4, 'Failure']"
936,3097,10,"[[936, 930, 2359, 855, 3097], np.float64(2.00342), np.int64(160), 5, 'Success']"
6541,6488,19,"[[6541, 5280, 2, 4822, 6488], np.float64(1.08082), np.int64(242), 5, 'Success']"
1068,5556,550,"[[1068, 290, 3017, 167, 5556], np.float64(0.38205), np.int64(138), 5, 'Success']"
7128,2542,9083,"[[7128, 459, 609, 2542], np.float64(1.01816), np.int64(120), 4, 'Success']"
10927,749,29957,"[[10927, 21, 5097, 600, 749], np.float64(90.90105), np.int64(160), 5, 'Failure']"
6889,11795,564811,"[[6889, 6890, 5975, 32, 11795], np.float64(307.00955999999996), np.int64(264), 5, 'Failure']"
10462,9542,3748287,"[[10462, 8168, 8782, 9542], np.float64(139.68766), np.int64(120), 4, 'Failure']"
1834,7959,11891162,"[[1834, 142, 855, 7959], np.float64(8195.022570000001), np.int64(120), 4, 'Failure']"
11799,3797,6,"[[11799, 5199, 12325, 855, 3797], np.float64(0.0012), np.int64(154), 5, 'Success']"
7338,11654,100,"[[7338, 7218, 3642, 167, 11654], np.float64(0.3001), np.int64(254), 5, 'Success']"
8292,8740,804,"[[8292, 3896, 4711, 8186, 8740], np.float64(0.94192), np.int64(160), 5, 'Success']"
9966,10601,1334,"[[9966, 9965, 894, 124, 10294, 10601], np.float64(0.58134), np.int64(292), 6, 'Success']"
6532,5624,64123,"[[6532, 2359, 167, 5624], np.float64(1.3847399999999999), np.int64(110), 4, 'Success']"
1835,5357,782868,"[[1835, 855, 5357], np.float64(156.5736), np.int64(80), 3, 'Failure']"
3300,11789,1270932,"[[3300, 148, 32, 11789], np.float64(2477.4243699999997), np.int64(224), 4, 'Success']"
137,3163,11052801,"[[137, 12325, 3163], np.float64(0.0), np.int64(84), 3, 'Success']"
11258,5515,9,"[[11258, 167, 2706, 4822, 5515], np.float64(1e-05), np.int64(248), 5, 'Success']"
252,4311,47,"[[252, 48, 4311], np.float64(0.0047), np.int64(80), 3, 'Success']"
5929,1108,736,"[[5929, 4863, 600, 1108], np.float64(2.2264600000000003), np.int64(120), 4, 'Success']"
3253,12560,4623,"[[3253, 480, 855, 12560], np.float64(1.38699), np.int64(120), 4, 'Success']"
1081,8263,82727,"[[1081, 445, 1815, 8224, 8263], np.float64(2.16546), np.int64(160), 5, 'Failure']"
10501,4294,905485,"[[10501, 623, 855, 4294], np.float64(191.15366), np.int64(120), 4, 'Success']"
545,8631,1408686,"[[545, 2, 321, 148, 8631], np.float64(2182.85001), np.int64(242), 5, 'Success']"
148,6184,12404245,"[[148, 445, 6184], np.float64(13.40424), np.int64(80), 3, 'Success']"
325,2950,7,"[[325, 321, 855, 12792, 2950], np.float64(1.0019), np.int64(160), 5, 'Success']"
11135,4417,98,"[[11135, 11057, 12110, 609, 4417], np.float64(0.29508), np.int64(264), 5, 'Success']"
3500,9991,470,"[[3500, 600, 2223, 7218, 9991], np.float64(0.47), np.int64(264), 5, 'Success']"
3200,1368,9445,"[[3200, 32, 1368], np.float64(5.71306), np.int64(184), 3, 'Success']"
6638,943,14615,"[[6638, 6654, 12543, 233, 600, 943], np.float64(46.621919999999996), np.int64(194), 6, 'Failure']"
219,11196,977968,"[[219, 2877, 8496, 11196], np.float64(7.86781), np.int64(120), 4, 'Success']"
1806,2725,1451189,"[[1806, 10058, 463, 2725], np.float64(741.66556), np.int64(120), 4, 'Failure']"
12819,10,30343354,"[[12819, 71, 173, 855, 10], np.float64(7740.13905), np.int64(138), 5, 'Failure']"
7429,7298,6,"[[7429, 3083, 7218, 7298], np.float64(0.0), np.int64(328), 4, 'Success']"
7474,7025,85,"[[7474, 7218, 2334, 314, 7025], np.float64(0.26485), np.int64(368), 5, 'Success']"
10807,256,520,"[[10807, 612, 3592, 256], np.float64(1.01092), np.int64(120), 4, 'Success']"
2464,4682,1316,"[[2464, 1139, 4682], np.float64(3.948), np.int64(80), 3, 'Success']"
9154,6958,46428,"[[9154, 8768, 21, 3346, 6958], np.float64(141.38314), np.int64(264), 5, 'Failure']"
1919,8339,106814,"[[1919, 12325, 612, 8339], np.float64(1.10681), np.int64(114), 4, 'Success']"
3286,8203,3719694,"[[3286, 59, 18, 445, 8203], np.float64(216.27308), np.int64(160), 5, 'Failure']"
547,3613,39958107,"[[547, 1011, 177, 175, 78, 3613], np.float64(10593.710340000001), np.int64(536), 6, 'Failure']"
2302,11693,9,"[[2302, 167, 6463, 21, 11693], np.float64(1.0000200000000001), np.int64(144), 5, 'Success']"
5929,13009,41,"[[5929, 1782, 62, 55, 13009], np.float64(2.25313), np.int64(138), 5, 'Success']"
12028,305,305,"[[12028, 10026, 354, 108, 237, 305], np.float64(1.30844), np.int64(168), 6, 'Success']"
674,4525,5727,"[[674, 671, 2, 3083, 4525], np.float64(1.00573), np.int64(242), 5, 'Success']"
12952,9448,27159,"[[12952, 18, 4833, 9448], np.float64(2.43511), np.int64(120), 4, 'Failure']"
9524,1568,534103,"[[9524, 855, 1568], np.float64(106.8206), np.int64(80), 3, 'Success']"
4762,100,3421967,"[[4762, 293, 692, 100], np.float64(726.49544), np.int64(256), 4, 'Success']"
1139,294,11085782,"[[1139, 70, 173, 88, 294], np.float64(611.96801), np.int64(116), 5, 'Failure']"
2668,7631,3,"[[2668, 3374, 3642, 6274, 7631], np.float64(0.00045), np.int64(264), 5, 'Success']"
11721,9643,15,"[[11721, 2358, 1340, 855, 173, 172, 9643], np.float64(4.25431), np.int64(218), 7, 'Success']"
11119,4104,341,"[[11119, 11057, 21, 3953, 4104], np.float64(3.0632), np.int64(264), 5, 'Success']"
9567,8384,3893,"[[9567, 32, 8384], np.float64(2.94261), np.int64(184), 3, 'Success']"
10626,9681,78411,"[[10626, 10518, 84, 57, 9681], np.float64(10.02305), np.int64(140), 5, 'Failure']"
8490,9434,284248,"[[8490, 148, 314, 9434], np.float64(74.62237999999999), np.int64(224), 4, 'Failure']"
12008,8138,1274147,"[[12008, 12024, 12325, 8160, 3457, 8138], np.float64(8.64489), np.int64(194), 6, 'Failure']"
1659,4784,17436800,"[[1659, 12315, 4784], np.float64(17437.8), np.int64(184), 3, 'Success']"
5226,310,5,"[[5226, 4822, 7218, 8768, 310], np.float64(0.015), np.int64(472), 5, 'Success']"
8303,10699,44,"[[8303, 167, 2223, 10294, 10699], np.float64(4e-05), np.int64(248), 5, 'Success']"
2018,7525,378,"[[2018, 21, 233, 5311, 7525], np.float64(1.35154), np.int64(258), 5, 'Success']"
4108,3127,4687,"[[4108, 609, 1760, 3127], np.float64(1.10312), np.int64(120), 4, 'Success']"
11689,311,11861,"[[11689, 1343, 855, 311], np.float64(8.11755), np.int64(120), 4, 'Success']"
5625,9358,372070,"[[5625, 5975, 18, 9358], np.float64(10.673850000000002), np.int64(120), 4, 'Failure']"
5672,3297,3206615,"[[5672, 445, 5965, 3297], np.float64(4.20661), np.int64(120), 4, 'Success']"
604,177,12736362,"[[604, 438, 3784, 177], np.float64(10931.13463), np.int64(224), 4, 'Success']"
9767,12069,9,"[[9767, 167, 351, 4261, 12069], np.float64(0.0008900000000000001), np.int64(144), 5, 'Success']"
2547,10260,51,"[[2547, 423, 1385, 8301, 7218, 10260], np.float64(1.00255), np.int64(298), 6, 'Success']"
2627,1979,383,"[[2627, 2178, 1471, 1979], np.float64(0.33793999999999996), np.int64(120), 4, 'Success']"
6641,4137,5528,"[[6641, 2537, 3083, 4137], np.float64(0.16584), np.int64(224), 4, 'Success']"
56,6388,96461,"[[56, 321, 6228, 6188, 6388], np.float64(17.74258), np.int64(160), 5, 'Success']"
12166,3510,614419,"[[12166, 12153, 6562, 3510], np.float64(35.3354), np.int64(120), 4, 'Failure']"
12301,428,3208702,"[[12301, 612, 32, 428], np.float64(1606.3526), np.int64(224), 4, 'Success']"
2324,5855,19195577,"[[2324, 4784, 5855], np.float64(9598.7885), np.int64(184), 3, 'Failure']"
11141,11143,7,"[[11141, 11057, 11143], np.float64(0.0), np.int64(184), 3, 'Success']"
9048,3574,86,"[[9048, 8768, 2, 185, 3574], np.float64(0.27525), np.int64(236), 5, 'Success']"
781,8452,802,"[[781, 483, 314, 8452], np.float64(0.4046), np.int64(224), 4, 'Success']"
7450,5612,1467,"[[7450, 4822, 2, 32, 5612], np.float64(6.13823), np.int64(346), 5, 'Success']"
576,4693,35369,"[[576, 2537, 1579, 4692, 4693], np.float64(1.27329), np.int64(160), 5, 'Failure']"
1348,4307,289964,"[[1348, 2, 2588, 4307], np.float64(43.9961), np.int64(98), 4, 'Failure']"
8516,11457,1510777,"[[8516, 233, 9470, 11457], np.float64(116.06116), np.int64(114), 4, 'Failure']"
2603,2176,17292485,
2801,4694,2,"[[2801, 855, 4694], np.float64(0.0004), np.int64(80), 3, 'Success']"
7038,834,63,"[[7038, 6749, 6935, 6020, 801, 834], np.float64(0.19247), np.int64(194), 6, 'Success']"
8404,10798,994,"[[8404, 8688, 167, 10798], np.float64(0.09046), np.int64(120), 4, 'Success']"
7107,6722,6087,"[[7107, 6274, 3642, 167, 6722], np.float64(18.26711), np.int64(264), 5, 'Success']"
4983,1629,22560,"[[4983, 3380, 600, 2680, 1236, 1629], np.float64(67.83839000000002), np.int64(200), 6, 'Success']"
8109,2509,503278,"[[8109, 154, 153, 2509], np.float64(57.361180000000004), np.int64(108), 4, 'Success']"
2334,982,7452887,"[[2334, 612, 10113, 91, 982], np.float64(7461.847339999999), np.int64(310), 5, 'Failure']"
277,3366,14286046,"[[277, 2734, 3366], np.float64(35716.115), np.int64(178), 3, 'Failure']"
2810,4016,2,"[[2810, 2537, 189, 4016], np.float64(0.42407), np.int64(494), 4, 'Success']"
4390,1816,66,"[[4390, 3083, 4822, 6095, 1816], np.float64(0.20323), np.int64(368), 5, 'Success']"
4607,1272,218,"[[4607, 3083, 2, 1236, 1272], np.float64(1.30996), np.int64(242), 5, 'Success']"
6136,13053,2711,"[[6136, 32, 301, 13053], np.float64(3.356), np.int64(224), 4, 'Success']"
7552,2034,23322,
2678,11306,291974,"[[2678, 167, 32, 11306], np.float64(146.98715), np.int64(214), 4, 'Failure']"
8185,3473,1404443,"[[8185, 7129, 32, 57, 3473], np.float64(1344.44082), np.int64(264), 5, 'Failure']"
48,4833,83068781,"[[48, 175, 73, 4833], np.float64(4571.03296), np.int64(98), 4, 'Failure']"
6077,7291,3,"[[6077, 6075, 3704, 6557, 12325, 36, 6274, 7291], np.float64(0.0019), np.int64(514), 8, 'Success']"
8412,1797,67,"[[8412, 8045, 547, 1236, 1797], np.float64(0.20906000000000002), np.int64(540), 5, 'Success']"
7707,9374,218,"[[7707, 7218, 2, 32, 9374], np.float64(1.76611), np.int64(346), 5, 'Success']"
2405,7083,6610,"[[2405, 1067, 2223, 6274, 7083], np.float64(6.61), np.int64(368), 5, 'Success']"
3221,2700,19751,"[[3221, 5048, 294, 2700], np.float64(1.29627), np.int64(120), 4, 'Success']"
4277,4004,544914,"[[4277, 5972, 623, 1559, 4004], np.float64(39.144619999999996), np.int64(160), 5, 'Failure']"
59,5943,1237257,"[[59, 2861, 612, 5943], np.float64(2.23726), np.int64(120), 4, 'Failure']"
11935,3067,15102532,"[[11935, 398, 1877, 3067], np.float64(772.2298900000001), np.int64(114), 4, 'Success']"
8219,8722,6,"[[8219, 233, 66, 8722], np.float64(18.15057), np.int64(114), 4, 'Success']"
10460,3807,98,"[[10460, 10464, 855, 3269, 3807], np.float64(0.03352), np.int64(160), 5, 'Success']"
12896,9182,180,"[[12896, 50, 10113, 8768, 9182], np.float64(2.2599), np.int64(264), 5, 'Success']"
2379,3188,1836,"[[2379, 21, 3188], np.float64(1.00184), np.int64(80), 3, 'Success']"
11682,9405,26736,"[[11682, 32, 9405], np.float64(14.34126), np.int64(184), 3, 'Failure']"
11066,12180,618535,"[[11066, 10516, 8345, 32, 12180], np.float64(371.53342), np.int64(264), 5, 'Failure']"
2552,6631,8992095,"[[2552, 66, 321, 6631], np.float64(1997.2551899999999), np.int64(120), 4, 'Failure']"
3910,3554,11722990,"[[3910, 88, 175, 70, 3554], np.float64(647.01445), np.int64(116), 5, 'Failure']"
164,7418,8,"[[164, 170, 36, 6274, 7418], np.float64(0.00633), np.int64(400), 5, 'Success']"
2353,7185,74,"[[2353, 3183, 3520, 6274, 7185], np.float64(0.01592), np.int64(264), 5, 'Success']"
5095,10925,403,"[[5095, 4822, 10113, 18, 10925], np.float64(2.2123999999999997), np.int64(264), 5, 'Success']"
7011,1547,4825,"[[7011, 3974, 1236, 1547], np.float64(14.475), np.int64(120), 4, 'Success']"
6397,931,71777,"[[6397, 5060, 2359, 930, 931], np.float64(244.7685), np.int64(160), 5, 'Failure']"
6797,11758,634805,"[[6797, 6910, 2562, 11758], np.float64(4.53923), np.int64(120), 4, 'Failure']"
9516,3990,2819214,"[[9516, 398, 2854, 3990], np.float64(1554.83747), np.int64(224), 4, 'Failure']"
12512,2,75074839,"[[12512, 698, 52, 173, 62, 2], np.float64(79211.33651), np.int64(156), 6, 'Failure']"
4563,6396,4,"[[4563, 3083, 2706, 609, 6396], np.float64(0.0124), np.int64(264), 5, 'Success']"
10768,7009,16,"[[10768, 609, 2537, 3520, 7009], np.float64(0.00117), np.int64(160), 5, 'Success']"
12815,10875,183,"[[12815, 12445, 547, 609, 10875], np.float64(0.06770999999999999), np.int64(542), 5, 'Success']"
6950,7670,2752,"[[6950, 8782, 2, 6274, 7670], np.float64(1.00275), np.int64(242), 5, 'Success']"
12500,9840,36009,"[[12500, 12157, 18, 9840], np.float64(1.03601), np.int64(120), 4, 'Success']"
8319,3755,246641,"[[8319, 3596, 167, 3755], np.float64(0.49328), np.int64(110), 4, 'Failure']"
1067,6876,2013546,"[[1067, 233, 6876], np.float64(4.02709), np.int64(74), 3, 'Success']"
21,6365,11257772,"[[21, 2366, 173, 6365], np.float64(6250.62417), np.int64(120), 4, 'Failure']"
