Source,Target,Amount,LND1
5622,8526,946,
1012,9484,7360,"[[1012, 18, 10113, 12325, 3921, 9484], np.float64(1.00836), np.int64(194), 6, 'Success']"
1912,8252,96497,"[[1912, 10, 8252], np.float64(97.497), np.int64(80), 3, 'Success']"
1397,3181,164845,"[[1397, 8343, 398, 3181], np.float64(17.64946), np.int64(224), 4, 'Success']"
10455,2909,5876672,"[[10455, 55, 175, 12325, 137, 2909], np.float64(1148.3463), np.int64(182), 6, 'Success']"
1877,348,17441022,"[[1877, 301, 12315, 348], np.float64(26170.253510000002), np.int64(218), 4, 'Failure']"
214,4319,4,"[[214, 2, 3083, 4319], np.float64(0.0), np.int64(202), 4, 'Success']"
4360,3028,48,"[[4360, 1907, 32, 3028], np.float64(1.02493), np.int64(224), 4, 'Success']"
7026,1061,202,
10332,12909,9585,"[[10332, 2147, 21, 12909], np.float64(1.02017), np.int64(120), 4, 'Failure']"
2713,1701,85355,"[[2713, 26, 12325, 6200, 2232, 1139, 924, 1701], np.float64(541.98973), np.int64(268), 8, 'Failure']"
645,12888,536969,"[[645, 12325, 10485, 12888], np.float64(25.53697), np.int64(108), 4, 'Success']"
6180,6893,2723267,"[[6180, 131, 8782, 6893], np.float64(7.44654), np.int64(114), 4, 'Failure']"
142,172,72231265,"[[142, 56, 177, 173, 172], np.float64(0.0), np.int64(94), 5, 'Failure']"
4746,9598,8,"[[4746, 855, 6760, 9598], np.float64(0.00161), np.int64(120), 4, 'Success']"
6011,12957,73,"[[6011, 5778, 24, 609, 5216, 8103, 12957], np.float64(1.0154600000000003), np.int64(234), 7, 'Success']"
6776,4115,684,"[[6776, 6562, 2290, 2255, 4115], np.float64(1.01094), np.int64(160), 5, 'Success']"
5282,1293,4638,"[[5282, 21, 560, 18, 1293], np.float64(2.05567), np.int64(160), 5, 'Failure']"
4694,6906,15259,"[[4694, 445, 2861, 1358, 3414, 6906], np.float64(3.54126), np.int64(304), 6, 'Failure']"
5369,3809,164017,"[[5369, 4086, 1121, 167, 12325, 6134, 3805, 3809], np.float64(94.07186), np.int64(368), 8, 'Failure']"
4491,2869,1602213,"[[4491, 175, 12325, 4433, 8301, 1565, 2869], np.float64(996.68135), np.int64(234), 7, 'Failure']"
2635,6064,39363615,"[[2635, 172, 53, 32, 9779, 6059, 6064], np.float64(21811.77309), np.int64(322), 7, 'Failure']"
497,6976,4,"[[497, 173, 59, 167, 2047, 91, 6976], np.float64(2.75425), np.int64(358), 7, 'Success']"
11245,9249,62,"[[11245, 4261, 12325, 10113, 8768, 9249], np.float64(0.00465), np.int64(298), 6, 'Success']"
350,9102,733,"[[350, 182, 12325, 10113, 8768, 9102], np.float64(1.00073), np.int64(298), 6, 'Success']"
2386,10983,3253,"[[2386, 855, 12325, 10113, 4822, 10294, 10983], np.float64(0.6506), np.int64(442), 7, 'Success']"
11507,3794,21482,"[[11507, 600, 5868, 1139, 3794], np.float64(129.10694999999998), np.int64(160), 5, 'Failure']"
12176,4008,224384,"[[12176, 6391, 167, 3190, 233, 4101, 4008], np.float64(35.11063000000001), np.int64(328), 7, 'Success']"
528,2223,1367555,"[[528, 207, 2223], np.float64(51.36756), np.int64(80), 3, 'Failure']"
5144,44,14670749,"[[5144, 233, 3292, 12325, 137, 167, 1577, 21, 22, 44], np.float64(27121.572099999998), np.int64(428), 10, 'Failure']"
10003,7066,8,"[[10003, 5543, 233, 12325, 8167, 7066], np.float64(85.00057), np.int64(188), 6, 'Success']"
10244,1651,93,"[[10244, 7218, 2, 2654, 600, 1236, 1651], np.float64(0.8489900000000001), np.int64(322), 7, 'Success']"
7584,1387,338,"[[7584, 7218, 2223, 167, 1387], np.float64(1.0309499999999998), np.int64(254), 5, 'Success']"
4586,304,5719,"[[4586, 3083, 2, 70, 304], np.float64(38.31058), np.int64(242), 5, 'Success']"
9114,3036,31320,"[[9114, 8768, 10113, 12325, 9401, 3036], np.float64(93.96), np.int64(298), 6, 'Success']"
2999,625,558612,"[[2999, 167, 2584, 625], np.float64(560.17117), np.int64(120), 4, 'Failure']"
2677,4432,3791696,"[[2677, 50, 175, 445, 4432], np.float64(1560.72906), np.int64(346), 5, 'Failure']"
2562,91,22082278,"[[2562, 3292, 445, 91], np.float64(54676.777460000005), np.int64(100), 4, 'Failure']"
6601,7574,8,"[[6601, 855, 6030, 167, 3832, 7574], np.float64(2.03212), np.int64(190), 6, 'Success']"
849,11528,26,"[[849, 32, 2425, 224, 11528], np.float64(2.0135), np.int64(264), 5, 'Success']"
10924,6825,729,"[[10924, 11578, 612, 6825], np.float64(1.657), np.int64(110), 4, 'Success']"
6508,5221,9931,"[[6508, 21, 4822, 5221], np.float64(1.00993), np.int64(224), 4, 'Success']"
1137,1238,11841,"[[1137, 609, 1238], np.float64(0.01184), np.int64(80), 3, 'Failure']"
12847,12270,222547,"[[12847, 398, 12325, 4090, 4402, 3397, 12270], np.float64(1074.12378), np.int64(234), 7, 'Failure']"
3570,4792,7213586,"[[3570, 12325, 167, 4792], np.float64(7.21359), np.int64(114), 4, 'Success']"
6414,2550,23093956,"[[6414, 6234, 445, 2550], np.float64(36955.795190000004), np.int64(224), 4, 'Failure']"
8000,10641,3,"[[8000, 1139, 36, 7218, 10294, 10641], np.float64(0.009), np.int64(440), 6, 'Success']"
5501,4690,81,"[[5501, 4822, 6020, 604, 4506, 4690], np.float64(2.27971), np.int64(408), 6, 'Success']"
4915,2605,575,"[[4915, 4822, 10113, 12325, 4298, 5027, 12157, 8756, 8475, 2605], np.float64(28.919059999999998), np.int64(458), 10, 'Success']"
11130,10846,1437,"[[11130, 11057, 4822, 10846], np.float64(0.0), np.int64(328), 4, 'Success']"
10315,8591,52316,"[[10315, 612, 4312, 167, 3892, 3221, 6035, 8591], np.float64(15.131369999999999), np.int64(264), 8, 'Failure']"
6405,7060,402327,"[[6405, 84, 10113, 7053, 7060], np.float64(50.88953), np.int64(160), 5, 'Failure']"
430,1826,3951968,"[[430, 445, 1826], np.float64(396.1968), np.int64(184), 3, 'Success']"
2938,8471,58089541,"[[2938, 2189, 855, 173, 172, 8471], np.float64(26437.59373), np.int64(178), 6, 'Failure']"
3406,7902,4,"[[3406, 317, 9596, 12325, 4433, 8301, 7218, 7902], np.float64(1.00374), np.int64(378), 8, 'Success']"
13036,404,39,"[[13036, 11912, 609, 6781, 6876, 855, 404], np.float64(1.05857), np.int64(240), 7, 'Success']"
2669,9041,436,"[[2669, 445, 5965, 12325, 10113, 8768, 9041], np.float64(1.00044), np.int64(338), 7, 'Success']"
6103,9832,7111,"[[6103, 6011, 6010, 600, 3183, 9832], np.float64(22.75681), np.int64(200), 6, 'Success']"
6207,3057,39970,"[[6207, 609, 6010, 600, 3057], np.float64(123.91899), np.int64(160), 5, 'Failure']"
3730,6069,101783,"[[3730, 10, 12325, 612, 6069], np.float64(103.88588), np.int64(154), 5, 'Failure']"
7218,131,2741942,"[[7218, 2359, 131], np.float64(14.70971), np.int64(184), 3, 'Failure']"
488,11696,12835221,"[[488, 18, 796, 167, 11696], np.float64(40.5057), np.int64(144), 5, 'Failure']"
1632,12338,7,"[[1632, 1236, 570, 314, 12338], np.float64(1.00204), np.int64(246), 5, 'Success']"
2002,6416,31,"[[2002, 1139, 1059, 167, 6350, 6416], np.float64(1.1372799999999998), np.int64(200), 6, 'Success']"
2791,5212,966,"[[2791, 233, 76, 5212], np.float64(10.4929), np.int64(108), 4, 'Success']"
3546,5597,7275,"[[3546, 78, 175, 12325, 6362, 5597], np.float64(28.160780000000003), np.int64(172), 6, 'Failure']"
8107,6994,91018,"[[8107, 12086, 167, 6994], np.float64(3.80474), np.int64(104), 4, 'Success']"
3341,12881,261084,"[[3341, 148, 3292, 6461, 12881], np.float64(299.37611), np.int64(140), 5, 'Success']"
60,293,3561296,"[[60, 293], 0, np.int64(40), 2, 'Success']"
84,3974,26886559,"[[84, 445, 796, 3974], np.float64(55.77315), np.int64(120), 4, 'Failure']"
9855,10382,3,"[[9855, 21, 10294, 10382], np.float64(1.0), np.int64(224), 4, 'Success']"
10829,11609,30,"[[10829, 3083, 8688, 167, 2047, 91, 11609], np.float64(0.6253799999999999), np.int64(494), 7, 'Success']"
8269,11192,940,"[[8269, 321, 12325, 6200, 2232, 1139, 4081, 11192], np.float64(29.85962), np.int64(274), 8, 'Success']"
4542,8606,5396,"[[4542, 3083, 4822, 6020, 6935, 8606], np.float64(19.72021), np.int64(402), 6, 'Success']"
8498,3462,90068,"[[8498, 32, 12325, 3462], np.float64(45.94393), np.int64(218), 4, 'Success']"
11049,222,178411,"[[11049, 222], 0, np.int64(21), 2, 'Failure']"
30,6162,1206077,"[[30, 71, 173, 88, 6162], np.float64(68.58424), np.int64(116), 5, 'Success']"
2359,87,12484103,"[[2359, 3292, 12325, 137, 2909, 529, 1865, 87], np.float64(27491.812429999998), np.int64(258), 8, 'Failure']"
5717,6445,2,"[[5717, 2651, 9658, 167, 6876, 855, 6445], np.float64(2.00266), np.int64(230), 7, 'Success']"
3423,6826,73,"[[3423, 609, 6010, 600, 6826], np.float64(0.22632), np.int64(160), 5, 'Success']"
11463,11430,627,"[[11463, 173, 59, 167, 2047, 91, 11430], np.float64(3.4128099999999995), np.int64(368), 7, 'Success']"
8528,13105,9848,"[[8528, 612, 12325, 13105], np.float64(10000.01985), np.int64(114), 4, 'Success']"
5519,184,29092,"[[5519, 4822, 2, 184], np.float64(90.19393), np.int64(202), 4, 'Success']"
2972,5722,290126,"[[2972, 2, 2359, 5722], np.float64(175.09020999999998), np.int64(98), 4, 'Failure']"
3732,6418,8464894,"[[3732, 18, 614, 6418], np.float64(9.46489), np.int64(120), 4, 'Failure']"
855,3537,41888916,"[[855, 321, 3537], np.float64(42.88892), np.int64(80), 3, 'Success']"
11642,7746,4,"[[11642, 11634, 167, 3642, 6274, 7746], np.float64(1.0002), np.int64(288), 6, 'Success']"
4769,12709,95,"[[4769, 855, 11361, 8301, 7218, 12709], np.float64(0.042749999999999996), np.int64(304), 6, 'Success']"
10428,1014,633,"[[10428, 10294, 2223, 167, 12325, 4289, 1014], np.float64(2.9354299999999998), np.int64(332), 7, 'Success']"
9735,1458,3847,"[[9735, 609, 9515, 21, 1458], np.float64(1.38865), np.int64(160), 5, 'Success']"
11971,12024,30510,"[[11971, 78, 175, 12325, 12024], np.float64(10003.478), np.int64(132), 5, 'Success']"
578,6733,796251,"[[578, 855, 12325, 6733], np.float64(159.2502), np.int64(114), 4, 'Failure']"
6504,9286,2121280,"[[6504, 55, 173, 9286], np.float64(118.9204), np.int64(98), 4, 'Failure']"
2622,3190,16361010,"[[2622, 154, 506, 167, 3190], np.float64(345.58317999999997), np.int64(144), 5, 'Failure']"
5777,8433,10,"[[5777, 609, 2706, 167, 2047, 91, 8434, 8433], np.float64(1.51214), np.int64(420), 8, 'Success']"
5421,6494,14,"[[5421, 4822, 10113, 12325, 6478, 5883, 5955, 6494], np.float64(0.043340000000000004), np.int64(378), 8, 'Success']"
12808,3187,709,"[[12808, 12211, 12496, 11840, 1573, 12325, 137, 215, 19, 1757, 483, 3187], np.float64(1.20014), np.int64(422), 12, 'Success']"
3191,10161,6769,"[[3191, 612, 2752, 2940, 10161], np.float64(2.69771), np.int64(160), 5, 'Success']"
1115,1396,97268,"[[1115, 21, 1566, 1573, 12325, 11837, 1396], np.float64(69.86794), np.int64(202), 7, 'Success']"
3103,4833,134063,"[[3103, 32, 12325, 1559, 2362, 4833], np.float64(170.33742), np.int64(298), 6, 'Success']"
3519,8289,4372324,"[[3519, 2854, 12325, 11317, 8289], np.float64(14157.53854), np.int64(154), 5, 'Failure']"
2562,62,20809617,"[[2562, 3292, 173, 62], np.float64(135262.5105), np.int64(78), 4, 'Failure']"
8396,3657,4,"[[8396, 1139, 36, 2425, 609, 3177, 3657], np.float64(0.07405), np.int64(272), 7, 'Success']"
4669,11673,56,"[[4669, 3083, 6157, 600, 233, 11673], np.float64(0.33953999999999995), np.int64(298), 6, 'Success']"
11566,12392,561,
1095,5793,8638,"[[1095, 2, 4822, 5793], np.float64(0.0), np.int64(202), 4, 'Success']"
8520,2457,34052,"[[8520, 3292, 12325, 9314, 6079, 600, 2457], np.float64(181.8791), np.int64(204), 7, 'Failure']"
10221,11420,131089,"[[10221, 11650, 11446, 11278, 11420], np.float64(0.0), np.int64(160), 5, 'Success']"
12390,3221,4168301,"[[12390, 996, 3221], np.float64(20.84151), np.int64(74), 3, 'Failure']"
9869,81,11180940,"[[9869, 2734, 2578, 12325, 3477, 81], np.float64(28035.45696), np.int64(276), 6, 'Failure']"
8989,3131,2,"[[8989, 8768, 2, 3131], np.float64(0.006), np.int64(202), 4, 'Success']"
2341,12882,64,"[[2341, 2223, 167, 12325, 12882], np.float64(1.00325), np.int64(154), 5, 'Success']"
4626,3035,233,"[[4626, 32, 3035], np.float64(1.11627), np.int64(184), 3, 'Success']"
1596,12067,5112,"[[1596, 10, 12325, 12067], np.float64(10015.111), np.int64(114), 4, 'Success']"
815,2735,17007,"[[815, 801, 2680, 600, 12325, 12236, 2735], np.float64(76.60774), np.int64(234), 7, 'Failure']"
6964,1602,752052,"[[6964, 50, 177, 55, 1602], np.float64(43.61286), np.int64(116), 5, 'Failure']"
8278,4436,1681007,"[[8278, 167, 11840, 4436], np.float64(1.68101), np.int64(110), 4, 'Failure']"
3412,8455,10468465,"[[3412, 233, 8455], np.float64(146.87758), np.int64(74), 3, 'Success']"
8806,11632,4,"[[8806, 8768, 2223, 167, 6876, 855, 11632], np.float64(0.01661), np.int64(334), 7, 'Success']"
1050,9909,94,"[[1050, 634, 36, 6274, 9909], np.float64(5.37628), np.int64(296), 5, 'Success']"
11958,10626,442,"[[11958, 32, 2039, 10626], np.float64(2.2215), np.int64(224), 4, 'Success']"
5577,10840,8750,"[[5577, 21, 10840], np.float64(1.00875), np.int64(80), 3, 'Failure']"
5561,3916,85893,"[[5561, 743, 314, 10113, 12325, 9634, 3916], np.float64(116.76763), np.int64(332), 7, 'Failure']"
2815,1774,641364,"[[2815, 612, 12325, 5319, 2043, 1774], np.float64(284.82927000000007), np.int64(194), 6, 'Failure']"
5646,5326,4264596,"[[5646, 6897, 131, 3065, 5326], np.float64(612.8384400000001), np.int64(160), 5, 'Failure']"
3974,2979,11023160,"[[3974, 233, 2979], np.float64(1576.9944), np.int64(74), 3, 'Failure']"
1360,12893,2,"[[1360, 78, 167, 6876, 855, 12893], np.float64(2.25231), np.int64(294), 6, 'Success']"
2918,11021,83,"[[2918, 3277, 7218, 10294, 11021], np.float64(0.0), np.int64(368), 5, 'Success']"
10625,3840,852,"[[10625, 520, 9844, 3934, 167, 1573, 1566, 207, 3840], np.float64(10.81194), np.int64(404), 9, 'Success']"
13052,11772,8466,"[[13052, 175, 61, 600, 11772], np.float64(28.11503), np.int64(138), 5, 'Success']"
8394,710,65800,"[[8394, 62, 70, 1139, 6232, 710], np.float64(204.28291), np.int64(178), 6, 'Success']"
2261,8218,216686,"[[2261, 233, 12325, 8218], np.float64(4.33372), np.int64(108), 4, 'Success']"
9912,202,5951114,"[[9912, 5855, 50, 175, 78, 202], np.float64(1223.2778), np.int64(156), 6, 'Failure']"
726,3613,10305388,"[[726, 301, 321, 177, 78, 3613], np.float64(5733.33648), np.int64(178), 6, 'Failure']"
4294,6327,2,"[[4294, 10, 1233, 609, 6327], np.float64(1.0024), np.int64(160), 5, 'Success']"
3386,8579,22,"[[3386, 277, 18, 8579], np.float64(2.0006399999999998), np.int64(114), 4, 'Success']"
8139,2674,723,"[[8139, 1983, 4479, 8585, 233, 2674], np.float64(1.50116), np.int64(194), 6, 'Success']"
4725,9786,9316,"[[4725, 6352, 12768, 13029, 167, 9786], np.float64(1.48444), np.int64(190), 6, 'Failure']"
8702,11841,35569,
8332,508,659515,"[[8332, 321, 2, 508], np.float64(67.61108), np.int64(98), 4, 'Success']"
4780,2550,1874971,"[[4780, 3065, 11837, 18, 2550], np.float64(22.62471), np.int64(138), 5, 'Failure']"
5295,3893,12894949,"[[5295, 612, 692, 3292, 12325, 3673, 2840, 3893], np.float64(60716.063480000004), np.int64(248), 8, 'Failure']"
11245,9638,8,"[[11245, 4261, 12325, 10113, 4822, 6488, 9638], np.float64(1.02769), np.int64(338), 7, 'Success']"
9509,5528,61,"[[9509, 175, 61, 600, 233, 5528], np.float64(12.356699999999998), np.int64(172), 6, 'Success']"
298,6031,187,"[[298, 61, 167, 6031], np.float64(2.26048), np.int64(110), 4, 'Success']"
6706,4443,3720,"[[6706, 57, 55, 4497, 4443], np.float64(3.45838), np.int64(138), 5, 'Failure']"
575,175,12127,"[[575, 177, 175], np.float64(0.0), np.int64(58), 3, 'Failure']"
9383,10153,653212,"[[9383, 6767, 3292, 12325, 8167, 8353, 8110, 10153], np.float64(1204.25122), np.int64(232), 8, 'Failure']"
2912,120,5694700,"[[2912, 233, 3292, 5, 120], np.float64(28881.11351), np.int64(238), 5, 'Failure']"
1000,166,16597434,"[[1000, 301, 131, 383, 12472, 166], np.float64(8732.46789), np.int64(200), 6, 'Failure']"
11072,10620,6,"[[11072, 11057, 4822, 2, 612, 10620], np.float64(1.02101), np.int64(386), 6, 'Success']"
7980,876,30,"[[7980, 612, 12325, 9314, 6079, 600, 876], np.float64(26.09262), np.int64(224), 7, 'Success']"
9171,9690,281,"[[9171, 8768, 2223, 167, 6876, 855, 9690], np.float64(1.16718), np.int64(334), 7, 'Success']"
3248,4947,5652,"[[3248, 855, 12325, 10113, 4822, 4947], np.float64(1.1304), np.int64(298), 6, 'Success']"
2740,6105,33385,"[[2740, 609, 2706, 2863, 9426, 6105], np.float64(1.06677), np.int64(200), 6, 'Failure']"
10192,6405,822912,"[[10192, 58, 3292, 12325, 4734, 4976, 13058, 6405], np.float64(2273.66918), np.int64(248), 8, 'Failure']"
2458,8855,1211982,"[[2458, 175, 177, 10169, 628, 104, 8855], np.float64(205.66099), np.int64(310), 7, 'Failure']"
2706,5139,12316721,"[[2706, 321, 177, 5139], np.float64(692.98706), np.int64(120), 4, 'Failure']"
9058,3850,6,"[[9058, 8768, 10113, 12325, 8737, 11844, 115, 3850], np.float64(25.09311), np.int64(366), 8, 'Success']"
5230,11173,95,"[[5230, 4822, 2706, 634, 11173], np.float64(5.39529), np.int64(264), 5, 'Success']"
4746,6316,253,"[[4746, 233, 19, 609, 2434, 83, 6316], np.float64(20.73204), np.int64(206), 7, 'Success']"
2764,13080,6468,"[[2764, 1609, 9709, 12325, 13080], np.float64(10000.01647), np.int64(154), 5, 'Failure']"
919,2595,88962,"[[919, 801, 2680, 600, 2595], np.float64(266.886), np.int64(160), 5, 'Failure']"
6877,11202,895320,"[[6877, 11719, 1573, 12325, 398, 11202], np.float64(19.80176), np.int64(194), 6, 'Failure']"
467,12950,2168815,"[[467, 3638, 398, 1275, 11204, 2603, 12950], np.float64(3477.774), np.int64(344), 7, 'Failure']"
2578,2597,22272382,"[[2578, 2597], 0, np.int64(144), 2, 'Failure']"
11026,9443,2,"[[11026, 10294, 21, 9443], np.float64(1.009), np.int64(224), 4, 'Success']"
11174,1010,91,"[[11174, 32, 6010, 600, 1010], np.float64(1.31855), np.int64(264), 5, 'Success']"
4498,12832,714,"[[4498, 196, 609, 2434, 83, 12832], np.float64(2.73316), np.int64(194), 6, 'Failure']"
4873,45,1905,"[[4873, 4872, 1579, 6478, 12325, 1407, 45], np.float64(2.66896), np.int64(234), 7, 'Success']"
1555,1813,79724,"[[1555, 36, 2, 172, 1813], np.float64(268.09691000000004), np.int64(274), 5, 'Success']"
11331,12190,187501,"[[11331, 3771, 2861, 6953, 5965, 12325, 9968, 8782, 12190], np.float64(69.69426), np.int64(314), 9, 'Failure']"
7187,5899,6588935,"[[7187, 2734, 2578, 5899], np.float64(16474.3375), np.int64(202), 4, 'Failure']"
3190,6631,17948878,"[[3190, 445, 796, 167, 2255, 6631], np.float64(236.33602000000002), np.int64(304), 6, 'Failure']"
12279,4864,5,"[[12279, 6581, 5899, 12325, 11317, 11178, 8557, 4999, 4864], np.float64(10006.01813), np.int64(418), 9, 'Success']"
4022,1681,19,"[[4022, 233, 6324, 1139, 924, 1681], np.float64(0.11976999999999999), np.int64(188), 6, 'Success']"
9324,5286,358,"[[9324, 1139, 3501, 314, 5286], np.float64(2.07937), np.int64(264), 5, 'Success']"
6736,1449,6540,"[[6736, 612, 12325, 141, 1449], np.float64(11.445350000000001), np.int64(154), 5, 'Failure']"
3535,9567,52632,"[[3535, 32, 9567], np.float64(27.26337), np.int64(184), 3, 'Failure']"
6106,12658,262391,"[[6106, 6105, 55, 12658], np.float64(82.28343000000001), np.int64(120), 4, 'Success']"
1471,1322,4947303,"[[1471, 233, 5965, 84, 1322], np.float64(4963.74365), np.int64(134), 5, 'Failure']"
449,301,11504731,"[[449, 137, 12325, 6722, 301], np.float64(5637.31819), np.int64(164), 5, 'Success']"
9695,8789,8,"[[9695, 8603, 6557, 12325, 8789], np.float64(10000.0), np.int64(154), 5, 'Success']"
5322,12001,100,"[[5322, 148, 12001], np.float64(1.0128), np.int64(74), 3, 'Success']"
448,1616,940,"[[448, 78, 61, 600, 1236, 1616], np.float64(7.95047), np.int64(178), 6, 'Success']"
2839,3023,5839,"[[2839, 52, 19, 609, 3023], np.float64(2.57699), np.int64(138), 5, 'Success']"
6066,4342,86167,"[[6066, 327, 167, 11837, 314, 4342], np.float64(7.626110000000001), np.int64(282), 6, 'Success']"
612,267,272633,"[[612, 12325, 1559, 267], np.float64(2.72633), np.int64(114), 4, 'Failure']"
5100,40,6286973,"[[5100, 73, 177, 56, 40], np.float64(348.03352), np.int64(116), 5, 'Success']"
5307,6057,14209974,"[[5307, 11330, 2734, 6057], np.float64(35525.935), np.int64(224), 4, 'Failure']"
8554,2123,5,"[[8554, 70, 19, 2081, 2123], np.float64(2.26528), np.int64(138), 5, 'Success']"
6557,8936,75,"[[6557, 12325, 10113, 8768, 8936], np.float64(0.0), np.int64(258), 5, 'Success']"
800,8397,471,"[[800, 320, 10632, 12325, 9401, 4848, 1393, 8397], np.float64(2.11593), np.int64(274), 8, 'Success']"
4775,12713,5365,"[[4775, 1139, 1059, 167, 12713], np.float64(22.557699999999997), np.int64(160), 5, 'Success']"
7310,5263,18330,"[[7310, 6274, 36, 12325, 10065, 5263], np.float64(10263.240930000002), np.int64(330), 6, 'Failure']"
7521,898,238375,"[[7521, 6056, 2, 898], np.float64(1648488.0829999999), np.int64(98), 4, 'Success']"
11280,5043,3281367,"[[11280, 131, 12325, 8723, 3221, 5043], np.float64(16412.13778), np.int64(194), 6, 'Failure']"
88,167,57626016,"[[88, 177, 57, 167], np.float64(3171.68088), np.int64(76), 4, 'Failure']"
12823,3561,6,"[[12823, 167, 12325, 26, 3561], np.float64(1.00241), np.int64(148), 5, 'Success']"
1190,10809,66,"[[1190, 1139, 36, 2425, 609, 10809], np.float64(1.22854), np.int64(232), 6, 'Success']"
7950,8665,131,"[[7950, 1435, 1559, 12325, 8702, 8665], np.float64(25.02798), np.int64(194), 6, 'Success']"
4139,9393,8612,"[[4139, 3083, 5965, 12325, 8762, 5968, 9393], np.float64(10055.93203), np.int64(442), 7, 'Failure']"
11326,4018,23387,"[[11326, 9568, 314, 3784, 2147, 4018], np.float64(24.3753), np.int64(304), 6, 'Failure']"
3099,5295,815685,"[[3099, 154, 612, 5295], np.float64(43.60002), np.int64(114), 4, 'Failure']"
4179,3412,7639546,"[[4179, 855, 459, 3412], np.float64(1536.55048), np.int64(120), 4, 'Failure']"
66,12238,89217469,"[[66, 173, 141, 6722, 12325, 12238], np.float64(4909.2108), np.int64(150), 6, 'Failure']"
2773,6963,4,"[[2773, 32, 6105, 6963], np.float64(1.003), np.int64(224), 4, 'Success']"
505,5794,31,"[[505, 63, 52, 19, 4822, 5794], np.float64(3.2517899999999997), np.int64(282), 6, 'Success']"
10964,4691,446,"[[10964, 10294, 2223, 167, 11837, 18, 4691], np.float64(3.3669200000000004), np.int64(322), 7, 'Success']"
9741,723,6476,"[[9741, 32, 2425, 723], np.float64(4.23152), np.int64(224), 4, 'Success']"
3946,5746,27868,"[[3946, 2, 4822, 5746], np.float64(0.0), np.int64(202), 4, 'Failure']"
6670,8350,657570,"[[6670, 233, 12325, 1559, 6010, 6011, 5339, 8350], np.float64(20.38482), np.int64(268), 8, 'Failure']"
3519,13022,3867563,"[[3519, 177, 18, 13022], np.float64(219.83379), np.int64(120), 4, 'Failure']"
3970,203,13926455,"[[3970, 50, 177, 18, 2189, 203], np.float64(1759.0387999999998), np.int64(178), 6, 'Failure']"
1112,3080,3,"[[1112, 600, 1236, 19, 609, 3177, 3080], np.float64(0.018029999999999997), np.int64(218), 7, 'Success']"
10258,12744,11,"[[10258, 7218, 2223, 609, 12744], np.float64(0.03542), np.int64(264), 5, 'Success']"
4689,919,756,"[[4689, 2255, 8167, 12325, 9314, 6079, 600, 2680, 801, 919], np.float64(25.07434), np.int64(344), 10, 'Success']"
1920,186,1063,"[[1920, 894, 167, 11963, 11906, 186], np.float64(20.226460000000003), np.int64(182), 6, 'Success']"
3961,10185,43039,"[[3961, 84, 12325, 4777, 10185], np.float64(28.33424), np.int64(154), 5, 'Success']"
4639,3998,482279,
148,3872,3838119,"[[148, 177, 174, 3872], np.float64(213.34655), np.int64(98), 4, 'Success']"
570,2324,13646364,"[[570, 60, 173, 174, 2324], np.float64(752.80002), np.int64(96), 5, 'Failure']"
12139,95,9,"[[12139, 73, 175, 95], np.float64(2.2505), np.int64(98), 4, 'Success']"
1786,299,21,"[[1786, 1236, 19, 609, 6310, 299], np.float64(0.06513), np.int64(178), 6, 'Success']"
7200,6752,611,"[[7200, 6274, 2, 32, 6752], np.float64(3.1418), np.int64(346), 5, 'Success']"
10706,1111,2061,"[[10706, 10294, 2223, 609, 6010, 600, 1111], np.float64(12.83865), np.int64(344), 7, 'Success']"
11601,1189,30845,"[[11601, 40, 2425, 609, 10113, 12325, 6200, 2232, 1139, 1189], np.float64(124.08417999999999), np.int64(344), 10, 'Failure']"
4395,6028,706213,"[[4395, 18, 11837, 623, 6020, 6028], np.float64(13.29946), np.int64(178), 6, 'Failure']"
2905,3119,3615741,"[[2905, 321, 5965, 84, 3119], np.float64(9.23149), np.int64(160), 5, 'Failure']"
8265,303,35606065,"[[8265, 855, 445, 303], np.float64(71248.80927000001), np.int64(120), 4, 'Success']"
5115,8188,10,"[[5115, 4822, 10113, 12325, 6134, 5847, 5907, 8188], np.float64(0.03252), np.int64(482), 8, 'Success']"
8405,7325,96,"[[8405, 5633, 520, 9844, 3934, 167, 3642, 3083, 7325], np.float64(0.06251), np.int64(518), 9, 'Success']"
9164,1472,428,"[[9164, 8768, 2, 32, 1472], np.float64(2.50121), np.int64(346), 5, 'Success']"
7248,11422,2630,"[[7248, 6274, 36, 425, 11422], np.float64(49.02503), np.int64(303), 5, 'Success']"
4789,6134,98483,"[[4789, 894, 12325, 6134], np.float64(25.11316), np.int64(108), 4, 'Success']"
13048,12808,340337,"[[13048, 612, 11840, 10051, 11314, 9367, 12808], np.float64(1734.7112099999997), np.int64(240), 7, 'Failure']"
6221,11630,2885967,"[[6221, 3292, 12325, 11630], np.float64(4375.12597), np.int64(94), 4, 'Failure']"
2618,9366,15204889,"[[2618, 1983, 131, 383, 9366], np.float64(3437.44143), np.int64(160), 5, 'Failure']"
172,9823,7,"[[172, 4711, 9822, 9823], np.float64(0.0075), np.int64(120), 4, 'Success']"
11775,11098,68,"[[11775, 600, 36, 3642, 11057, 11098], np.float64(0.51598), np.int64(336), 6, 'Success']"
7501,97,134,"[[7501, 6274, 2, 97], np.float64(0.41544000000000003), np.int64(202), 4, 'Success']"
7043,11888,1333,"[[7043, 1139, 36, 2173, 11888], np.float64(15.692260000000001), np.int64(192), 5, 'Success']"
