Source,Target,Amount,LND1
12585,11626,22020,"[[12585, 12445, 5965, 167, 2047, 91, 11626], np.float64(30.05855), np.int64(772), 7, 'Success']"
3380,13042,330086,"[[3380, 855, 13042], np.float64(66.0172), np.int64(80), 3, 'Success']"
4803,9513,3269861,"[[4803, 148, 12325, 137, 438, 9513], np.float64(2229.37612), np.int64(209), 6, 'Failure']"
73,1983,54160655,"[[73, 173, 60, 1983], np.float64(2981.08602), np.int64(76), 4, 'Failure']"
1974,10674,9,"[[1974, 1446, 2706, 4822, 10294, 10674], np.float64(1.00001), np.int64(408), 6, 'Success']"
3715,11799,96,"[[3715, 3083, 5965, 12325, 5199, 11799], np.float64(10030.288480000001), np.int64(298), 6, 'Success']"
4276,6556,182,"[[4276, 32, 2425, 609, 6556], np.float64(1.10903), np.int64(264), 5, 'Success']"
2925,6563,8132,"[[2925, 313, 6228, 18, 6563], np.float64(4.44803), np.int64(160), 5, 'Success']"
3044,11741,75920,"[[3044, 2603, 167, 6876, 855, 11741], np.float64(125.63165999999998), np.int64(190), 6, 'Failure']"
3622,9721,218344,"[[3622, 177, 317, 9721], np.float64(15.47733), np.int64(120), 4, 'Success']"
451,794,2779600,"[[451, 10113, 12325, 3596, 4303, 794], np.float64(90.93088), np.int64(179), 6, 'Failure']"
8538,2728,11827958,"[[8538, 6980, 2877, 233, 5059, 2728], np.float64(1229.9234000000001), np.int64(229), 6, 'Failure']"
1505,5131,3,"[[1505, 1236, 19, 4822, 5131], np.float64(1.012), np.int64(264), 5, 'Success']"
2882,10565,63,"[[2882, 303, 2425, 19, 4822, 10294, 10565], np.float64(2.01286), np.int64(448), 7, 'Success']"
11131,5034,973,"[[11131, 11057, 1121, 167, 6876, 855, 5034], np.float64(4.404), np.int64(438), 7, 'Success']"
11135,11812,3872,"[[11135, 11057, 21, 11812], np.float64(12.622879999999999), np.int64(224), 4, 'Success']"
9315,2254,26321,"[[9315, 8717, 10113, 12325, 9314, 6079, 600, 4682, 2254], np.float64(118.44100999999999), np.int64(298), 9, 'Failure']"
6631,4475,623529,"[[6631, 3292, 445, 10179, 91, 4475], np.float64(2172.06409), np.int64(324), 6, 'Failure']"
5961,2735,2250518,"[[5961, 1983, 12325, 12236, 2735], np.float64(497.62543), np.int64(154), 5, 'Failure']"
6631,3537,28345283,"[[6631, 2597, 321, 3537], np.float64(28375.65763), np.int64(296), 4, 'Success']"
12808,4323,8,"[[12808, 12211, 12496, 11840, 1573, 12325, 5965, 3083, 4323], np.float64(0.0022400000000000002), np.int64(418), 9, 'Success']"
937,8940,87,"[[937, 2, 8768, 8940], np.float64(0.0), np.int64(202), 4, 'Success']"
6720,2416,501,"[[6720, 6597, 4744, 167, 549, 2416], np.float64(2.0811800000000003), np.int64(184), 6, 'Success']"
1645,748,4442,"[[1645, 1236, 570, 314, 748], np.float64(1.02865), np.int64(246), 5, 'Success']"
2598,3383,33954,"[[2598, 2596, 2877, 2854, 3383], np.float64(37.82422), np.int64(160), 5, 'Success']"
3322,6404,118114,"[[3322, 233, 3950, 2191, 6404], np.float64(57.71469), np.int64(154), 5, 'Failure']"
858,3941,8777200,"[[858, 321, 5307, 12641, 3941], np.float64(29.33163), np.int64(160), 5, 'Failure']"
313,494,54099275,"[[313, 53, 173, 174, 507, 494], np.float64(14989.40978), np.int64(156), 6, 'Failure']"
11803,2198,8,"[[11803, 645, 167, 12325, 9314, 6079, 600, 8369, 5526, 2198], np.float64(26.02585), np.int64(344), 10, 'Success']"
10135,12106,88,"[[10135, 3892, 12325, 11840, 6503, 12106], np.float64(9999.505229999999), np.int64(188), 6, 'Success']"
5427,1019,661,"[[5427, 4822, 6079, 600, 1019], np.float64(3.9726100000000004), np.int64(264), 5, 'Success']"
8122,1631,1369,"[[8122, 6760, 12325, 9314, 6079, 600, 1236, 1631], np.float64(33.344789999999996), np.int64(264), 8, 'Success']"
2762,7396,53920,"[[2762, 18, 29, 7396], np.float64(1.16176), np.int64(120), 4, 'Success']"
560,12942,654148,"[[560, 561, 612, 12942], np.float64(328.72898000000004), np.int64(120), 4, 'Failure']"
17,1594,4854557,"[[17, 66, 131, 1594], np.float64(275.10552), np.int64(120), 4, 'Success']"
89,2618,65536338,"[[89, 141, 177, 2618], np.float64(3606.74859), np.int64(98), 4, 'Failure']"
69,2023,6,"[[69, 233, 5311, 7525, 320, 2023], np.float64(1.00826), np.int64(194), 6, 'Success']"
12883,9402,18,"[[12883, 2584, 167, 3892, 3221, 4479, 2190, 385, 9402], np.float64(4.00291), np.int64(310), 9, 'Success']"
4751,8837,393,"[[4751, 108, 9709, 12325, 10113, 8768, 8837], np.float64(0.01965), np.int64(318), 7, 'Success']"
6971,12298,5564,"[[6971, 4820, 3147, 4260, 167, 11840, 12298], np.float64(1.17804), np.int64(230), 7, 'Failure']"
2648,3478,62317,"[[2648, 3032, 167, 51, 3478], np.float64(335.49078), np.int64(254), 5, 'Success']"
9377,11888,478263,"[[9377, 383, 18, 11888], np.float64(20.608839999999997), np.int64(120), 4, 'Success']"
12084,3887,1762134,"[[12084, 5361, 398, 3887], np.float64(143.73307000000003), np.int64(224), 4, 'Failure']"
1983,9510,25411213,"[[1983, 173, 48, 9510], np.float64(3941.12778), np.int64(120), 4, 'Failure']"
8835,2416,10,"[[8835, 8768, 2223, 167, 549, 2416], np.float64(1.03506), np.int64(294), 6, 'Success']"
6233,8320,43,"[[6233, 60, 12325, 6557, 2441, 8320], np.float64(4.2613199999999996), np.int64(194), 6, 'Success']"
1241,3081,989,"[[1241, 634, 6020, 2302, 3081], np.float64(8.1801), np.int64(160), 5, 'Success']"
11791,1412,3568,"[[11791, 21, 19, 609, 1412], np.float64(1.0071400000000001), np.int64(242), 5, 'Success']"
13010,11256,86425,"[[13010, 11363, 11393, 555, 314, 6309, 736, 11256], np.float64(3.5205599999999997), np.int64(384), 8, 'Failure']"
6845,3065,414751,"[[6845, 563, 1236, 3065], np.float64(2.4147499999999997), np.int64(120), 4, 'Failure']"
1455,8271,2425393,"[[1455, 321, 167, 5835, 1314, 8271], np.float64(490.53503), np.int64(304), 6, 'Failure']"
4196,609,16374438,"[[4196, 57, 175, 63, 609], np.float64(902.84409), np.int64(116), 5, 'Failure']"
5452,6493,3,"[[5452, 18, 62, 6493], np.float64(19.00134), np.int64(224), 4, 'Success']"
663,8857,86,"[[663, 3892, 12325, 7122, 293, 8857], np.float64(0.01402), np.int64(194), 6, 'Success']"
3652,10326,200,"[[3652, 12425, 12157, 3372, 5949, 1139, 2774, 10326], np.float64(1.6495699999999998), np.int64(280), 8, 'Success']"
2394,5329,1563,"[[2394, 423, 12863, 12768, 10113, 4822, 5329], np.float64(2.0172), np.int64(338), 7, 'Success']"
12928,1297,61777,"[[12928, 966, 2359, 2654, 600, 1297], np.float64(372.59388), np.int64(200), 6, 'Success']"
13127,2397,988269,"[[13127, 18, 10489, 3561, 2397], np.float64(152.21719), np.int64(160), 5, 'Failure']"
4406,3727,1985018,"[[4406, 148, 142, 3727], np.float64(974.50879), np.int64(120), 4, 'Failure']"
32,12238,35659035,"[[32, 6418, 12325, 12238], np.float64(80233.82875), np.int64(218), 4, 'Failure']"
2370,3159,8,"[[2370, 855, 3159], np.float64(0.0016), np.int64(80), 3, 'Success']"
10382,10863,91,"[[10382, 10294, 7218, 8768, 10863], np.float64(0.0), np.int64(472), 5, 'Success']"
5618,5259,261,"[[5618, 18, 5259], np.float64(1.00026), np.int64(80), 3, 'Success']"
8735,4499,1096,"[[8735, 398, 1879, 2425, 609, 3178, 4499], np.float64(2.0033000000000003), np.int64(344), 7, 'Success']"
2669,372,93884,"[[2669, 445, 6228, 12768, 3928, 6087, 372], np.float64(2.97157), np.int64(240), 7, 'Failure']"
3743,4107,879514,"[[3743, 53, 175, 70, 4074, 4107], np.float64(50.72328), np.int64(156), 6, 'Failure']"
11360,12556,1943155,"[[11360, 177, 173, 12556], np.float64(109.12352), np.int64(98), 4, 'Failure']"
3613,11578,45570836,"[[3613, 78, 173, 57, 167, 3642, 3292, 11578], np.float64(24158.38415), np.int64(200), 8, 'Failure']"
8173,8804,9,"[[8173, 7035, 4692, 1579, 6478, 12325, 10113, 8768, 8804], np.float64(0.0017499999999999998), np.int64(408), 9, 'Success']"
9519,5264,81,"[[9519, 1343, 167, 12325, 6615, 5355, 3674, 5264], np.float64(3.2928100000000002), np.int64(274), 8, 'Success']"
9051,11751,280,"[[9051, 8768, 2223, 167, 2225, 6668, 11751], np.float64(0.85432), np.int64(334), 7, 'Success']"
12551,12258,3282,"[[12551, 21, 6463, 167, 3892, 3221, 12352, 364, 12258], np.float64(8.90931), np.int64(304), 9, 'Failure']"
12900,7920,14481,"[[12900, 609, 3254, 7920], np.float64(0.15929), np.int64(120), 4, 'Success']"
1104,8521,119673,"[[1104, 137, 8301, 8298, 8521], np.float64(31.138199999999998), np.int64(164), 5, 'Failure']"
4843,6590,1824378,"[[4843, 10291, 182, 8733, 445, 6590], np.float64(828.71258), np.int64(220), 6, 'Failure']"
6855,3769,33697394,"[[6855, 796, 177, 66, 3769], np.float64(1890.3059199999998), np.int64(138), 5, 'Success']"
7082,4186,10,"[[7082, 6274, 2223, 167, 4482, 939, 4186], np.float64(0.03059), np.int64(334), 7, 'Success']"
3817,6959,47,"[[3817, 6259, 3292, 12325, 6200, 2232, 1139, 607, 6959], np.float64(37.29478), np.int64(294), 9, 'Success']"
7246,10945,368,"[[7246, 6274, 3083, 7218, 10294, 10945], np.float64(0.0), np.int64(616), 6, 'Success']"
1061,2505,7476,"[[1061, 600, 1236, 547, 12445, 2505], np.float64(120.27692), np.int64(582), 6, 'Success']"
11259,6995,22903,"[[11259, 167, 858, 609, 5627, 6995], np.float64(4.626650000000001), np.int64(190), 6, 'Success']"
6377,5254,344329,"[[6377, 3603, 29, 12325, 321, 5254], np.float64(37.465999999999994), np.int64(298), 6, 'Failure']"
10111,9813,1448671,"[[10111, 233, 6007, 9813], np.float64(15.28602), np.int64(114), 4, 'Failure']"
313,8782,13222079,"[[313, 1983, 233, 8782], np.float64(2547.86012), np.int64(114), 4, 'Failure']"
2401,12689,9,"[[2401, 2400, 867, 1559, 12325, 12148, 12641, 12689], np.float64(2.00138), np.int64(268), 8, 'Success']"
11022,3907,88,"[[11022, 10294, 2223, 167, 3907], np.float64(0.26841000000000004), np.int64(264), 5, 'Success']"
5491,7752,788,"[[5491, 207, 3642, 7218, 7752], np.float64(50.04019), np.int64(264), 5, 'Success']"
11548,12311,3346,"[[11548, 21, 1595, 12334, 7011, 6682, 12311], np.float64(2.5164400000000002), np.int64(240), 7, 'Failure']"
9660,5473,12026,"[[9660, 32, 3674, 5473], np.float64(7.01401), np.int64(224), 4, 'Failure']"
12415,11488,329086,"[[12415, 91, 11488], np.float64(329.586), np.int64(240), 3, 'Failure']"
4758,11207,2119917,"[[4758, 12574, 11207], np.float64(22.19917), np.int64(80), 3, 'Success']"
2454,2537,14316661,"[[2454, 174, 173, 60, 1983, 2537], np.float64(3367.80712), np.int64(156), 6, 'Failure']"
883,1192,2,"[[883, 600, 5868, 1139, 1192], np.float64(0.01202), np.int64(160), 5, 'Success']"
4715,9206,66,"[[4715, 855, 12325, 10113, 8768, 9206], np.float64(0.0132), np.int64(298), 6, 'Success']"
5074,6707,993,"[[5074, 4822, 10113, 12325, 6200, 2232, 1139, 3681, 6707], np.float64(32.09888), np.int64(418), 9, 'Success']"
411,455,1347,"[[411, 215, 19, 52, 455], np.float64(2.32544), np.int64(138), 5, 'Success']"
10014,2823,78507,"[[10014, 5778, 11178, 167, 7042, 2232, 1139, 2823], np.float64(259.22254), np.int64(270), 8, 'Failure']"
2770,2307,420316,"[[2770, 1139, 1875, 609, 9620, 5926, 2307], np.float64(1309.7496099999998), np.int64(234), 7, 'Failure']"
2702,6214,1569025,"[[2702, 167, 8167, 6214], np.float64(40.79468), np.int64(110), 4, 'Failure']"
2781,3661,17178843,"[[2781, 61, 175, 50, 6980, 8289, 3661], np.float64(1824.25651), np.int64(191), 7, 'Failure']"
8417,8020,4,"[[8417, 8061, 2605, 2310, 12325, 6200, 2232, 1139, 8020], np.float64(27.016389999999998), np.int64(314), 9, 'Success']"
3400,3997,90,"[[3400, 2537, 3997], np.float64(0.0027), np.int64(80), 3, 'Success']"
5158,11279,555,"[[5158, 4822, 10113, 12325, 244, 11279], np.float64(27.74356), np.int64(298), 6, 'Success']"
5754,9530,8387,"[[5754, 855, 12325, 9314, 8851, 9530], np.float64(27.03408), np.int64(184), 6, 'Success']"
2034,11384,87884,
3443,4090,447613,"[[3443, 3292, 12325, 4090], np.float64(678.58131), np.int64(94), 4, 'Failure']"
4092,1213,1290895,"[[4092, 855, 4484, 1213], np.float64(260.47036), np.int64(120), 4, 'Failure']"
2734,166,54916256,"[[2734, 167, 55, 166], np.float64(3077.56336), np.int64(214), 4, 'Failure']"
5780,479,7,"[[5780, 18, 6228, 3476, 479], np.float64(1.0000900000000001), np.int64(160), 5, 'Success']"
13006,1504,88,"[[13006, 855, 6010, 600, 1236, 1504], np.float64(0.5465000000000001), np.int64(200), 6, 'Success']"
12027,4158,665,"[[12027, 32, 2, 3083, 4158], np.float64(1.33184), np.int64(346), 5, 'Success']"
351,3701,7843,"[[351, 167, 3701], np.float64(0.00784), np.int64(64), 3, 'Success']"
8690,2191,20459,"[[8690, 609, 11178, 6228, 3950, 2191], np.float64(3.45524), np.int64(200), 6, 'Failure']"
354,11654,231634,"[[354, 6941, 12325, 11837, 308, 11654], np.float64(93.3394), np.int64(166), 6, 'Success']"
2640,4600,1278562,"[[2640, 148, 233, 4600], np.float64(6406.269109999999), np.int64(114), 4, 'Failure']"
56,1806,45118920,"[[56, 321, 1806], np.float64(4512.892), np.int64(184), 3, 'Success']"
11523,4003,3,"[[11523, 10, 1233, 609, 4003], np.float64(1.0032999999999999), np.int64(160), 5, 'Success']"
6356,1230,89,"[[6356, 1276, 723, 3292, 12325, 9314, 6079, 600, 1230], np.float64(25.71969), np.int64(278), 9, 'Success']"
9445,4257,103,"[[9445, 2584, 3083, 4257], np.float64(1.00103), np.int64(224), 4, 'Success']"
2952,4061,9631,"[[2952, 600, 6157, 3083, 4061], np.float64(0.02889), np.int64(264), 5, 'Failure']"
5842,9841,15177,"[[5842, 233, 6324, 1139, 4081, 9841], np.float64(50.25006), np.int64(194), 6, 'Failure']"
11064,522,165208,"[[11064, 12325, 1559, 2290, 522], np.float64(1.65208), np.int64(154), 5, 'Success']"
4783,2739,3556241,"[[4783, 233, 8733, 167, 6767, 3893, 2739], np.float64(63075.97624), np.int64(222), 7, 'Failure']"
48,2734,33174734,"[[48, 154, 2734], np.float64(332.74734), np.int64(74), 3, 'Success']"
4643,11246,8,"[[4643, 3083, 5965, 12325, 6134, 11246], np.float64(0.024), np.int64(298), 6, 'Success']"
7226,6663,58,"[[7226, 6274, 2, 3314, 6663], np.float64(1.18298), np.int64(242), 5, 'Success']"
10158,5211,744,"[[10158, 855, 5211], np.float64(0.1488), np.int64(80), 3, 'Success']"
8936,8223,4252,"[[8936, 8768, 2223, 313, 8223], np.float64(16.275869999999998), np.int64(264), 5, 'Success']"
2110,8344,48605,"[[2110, 2081, 600, 12325, 8723, 6421, 8344], np.float64(306.32484), np.int64(234), 7, 'Failure']"
5589,9742,156410,"[[5589, 167, 2047, 91, 9742], np.float64(157.22313999999997), np.int64(310), 5, 'Failure']"
6598,2904,1171265,"[[6598, 3292, 12325, 11837, 308, 2904], np.float64(2211.23986), np.int64(152), 6, 'Failure']"
6056,410,49288074,"[[6056, 445, 321, 410], np.float64(100.57619), np.int64(120), 4, 'Failure']"
792,1795,4,"[[792, 64, 177, 61, 600, 1236, 1795], np.float64(2.27426), np.int64(196), 7, 'Success']"
5370,9091,82,"[[5370, 3349, 609, 8688, 8768, 9091], np.float64(0.0411), np.int64(304), 6, 'Success']"
4017,9050,646,"[[4017, 3065, 8768, 9050], np.float64(0.50323), np.int64(224), 4, 'Success']"
3657,4697,7518,"[[3657, 3177, 609, 4697], np.float64(0.01504), np.int64(120), 4, 'Success']"
6738,5850,37596,"[[6738, 6163, 314, 5850], np.float64(1.0396), np.int64(224), 4, 'Success']"
8058,10766,115596,"[[8058, 612, 4312, 167, 3892, 3221, 10766], np.float64(2.4623999999999997), np.int64(230), 7, 'Failure']"
4506,989,1757930,"[[4506, 351, 167, 989], np.float64(353.34427999999997), np.int64(104), 4, 'Failure']"
2418,322,11010651,"[[2418, 6562, 2189, 322], np.float64(2215.14305), np.int64(120), 4, 'Failure']"
12872,2622,10,"[[12872, 1887, 10921, 167, 12325, 8737, 2622], np.float64(28.09265), np.int64(234), 7, 'Success']"
7544,8105,70,"[[7544, 6274, 2, 612, 8105], np.float64(1.21307), np.int64(242), 5, 'Success']"
5247,12877,714,"[[5247, 10, 1233, 609, 12877], np.float64(1.8569499999999999), np.int64(160), 5, 'Success']"
9360,2805,2272,"[[9360, 175, 70, 1139, 2805], np.float64(9.19133), np.int64(138), 5, 'Success']"
879,12741,11670,"[[879, 634, 6020, 3292, 12325, 12741], np.float64(39.69234), np.int64(174), 6, 'Success']"
4340,12111,975524,"[[4340, 855, 11840, 167, 12111], np.float64(196.08051999999998), np.int64(150), 5, 'Failure']"
2017,5017,4291450,"[[2017, 12325, 398, 5017], np.float64(5.29145), np.int64(218), 4, 'Failure']"
2778,11424,12747019,"[[2778, 32, 1826, 11424], np.float64(6375.51636), np.int64(224), 4, 'Failure']"
131,8629,5,"[[131, 233, 8629], np.float64(0.00174), np.int64(74), 3, 'Success']"
4994,339,46,"[[4994, 233, 19, 609, 2706, 316, 339], np.float64(20.565420000000003), np.int64(206), 7, 'Success']"
5655,6589,587,"[[5655, 5660, 5899, 12325, 9314, 6079, 600, 1236, 547, 12445, 6589], np.float64(34.594030000000004), np.int64(870), 11, 'Success']"
12271,36,4617,"[[12271, 855, 1969, 609, 36], np.float64(1.38981), np.int64(160), 5, 'Success']"
8226,8040,93107,"[[8226, 18, 1573, 1566, 207, 8040], np.float64(51.18627), np.int64(190), 6, 'Success']"
11449,11959,152673,"[[11449, 84, 233, 1067, 11959], np.float64(167.53537000000003), np.int64(238), 5, 'Success']"
3291,120,3658394,"[[3291, 2597, 233, 5, 120], np.float64(31347.505970000002), np.int64(440), 5, 'Failure']"
38,26,13424417,"[[38, 78, 321, 26], np.float64(5939.17425), np.int64(224), 4, 'Failure']"
10266,10668,3,"[[10266, 7218, 10294, 10668], np.float64(0.0), np.int64(328), 4, 'Success']"
9013,12043,73,"[[9013, 8768, 10113, 12325, 4734, 4976, 13058, 12574, 12043], np.float64(28.31497), np.int64(418), 9, 'Success']"
6107,12729,465,"[[6107, 463, 12325, 12729], np.float64(26.00049), np.int64(114), 4, 'Success']"
10587,8307,6006,"[[10587, 10294, 2223, 314, 11162, 10173, 8307], np.float64(21.731389999999998), np.int64(448), 7, 'Failure']"
44,3588,38484,"[[44, 175, 141, 3588], np.float64(4.36662), np.int64(82), 4, 'Success']"
9827,214,843951,"[[9827, 2734, 6057, 233, 214], np.float64(2124.9885), np.int64(258), 5, 'Failure']"
3101,62,2653350,"[[3101, 8411, 62], np.float64(50.41465), np.int64(74), 3, 'Success']"
84,1343,11125466,"[[84, 174, 173, 1343], np.float64(614.15063), np.int64(78), 4, 'Failure']"
5510,6143,8,"[[5510, 4822, 2, 2573, 1358, 6143], np.float64(1.0287099999999998), np.int64(282), 6, 'Success']"
6003,11074,42,"[[6003, 600, 36, 3642, 11057, 11074], np.float64(0.3187), np.int64(336), 6, 'Success']"
1693,5342,851,"[[1693, 919, 801, 2680, 600, 1236, 19, 4822, 5342], np.float64(6.12052), np.int64(424), 9, 'Success']"
3224,10628,7261,"[[3224, 84, 1879, 2425, 609, 6020, 795, 10628], np.float64(3.10386), np.int64(280), 8, 'Failure']"
12661,1676,48876,"[[12661, 8674, 11840, 167, 2359, 930, 1676], np.float64(148.97115000000002), np.int64(230), 7, 'Failure']"
3108,9734,228587,"[[3108, 612, 2, 2602, 21, 9734], np.float64(25.317020000000003), np.int64(146), 6, 'Success']"
9366,869,1954793,"[[9366, 233, 2877, 6453, 869], np.float64(10.319189999999999), np.int64(154), 5, 'Failure']"
6020,292,15393858,"[[6020, 2734, 167, 292], np.float64(38501.077339999996), np.int64(224), 4, 'Success']"
12838,9591,8,"[[12838, 12325, 2597, 9591], np.float64(1.008), np.int64(296), 4, 'Success']"
5545,9692,51,"[[5545, 6767, 32, 9692], np.float64(2.05661), np.int64(202), 4, 'Success']"
7928,6301,499,"[[7928, 600, 1659, 314, 6301], np.float64(1.5000099999999998), np.int64(264), 5, 'Success']"
9633,11238,5381,"[[9633, 855, 11238], np.float64(1.0762), np.int64(80), 3, 'Success']"
6607,11426,60028,"[[6607, 9655, 6011, 3892, 12325, 11317, 21, 11426], np.float64(10021.325690000001), np.int64(274), 8, 'Failure']"
11252,1404,616611,"[[11252, 233, 19, 609, 1404], np.float64(86.73115), np.int64(132), 5, 'Failure']"
3213,1573,1525049,"[[3213, 233, 12325, 1573], np.float64(30.50098), np.int64(108), 4, 'Failure']"
70,3134,85614960,"[[70, 321, 3134], np.float64(86.61496), np.int64(80), 3, 'Success']"
9779,8616,5,"[[9779, 6064, 3322, 575, 8616], np.float64(1215759.192), np.int64(160), 5, 'Success']"
6576,6510,30,"[[6576, 6134, 4863, 21, 6510], np.float64(4.00084), np.int64(160), 5, 'Success']"
11545,1040,528,"[[11545, 21, 1566, 1573, 12325, 182, 1040], np.float64(2.00106), np.int64(224), 7, 'Success']"
13011,631,6829,"[[13011, 12532, 11928, 56, 50, 631], np.float64(4.63926), np.int64(178), 6, 'Success']"
247,7185,18127,"[[247, 21, 6274, 7185], np.float64(1.01813), np.int64(224), 4, 'Failure']"
3349,2031,304354,"[[3349, 84, 12325, 6200, 2031], np.float64(635.01299), np.int64(154), 5, 'Failure']"
5646,2549,2826943,"[[5646, 6335, 11837, 1983, 600, 2549], np.float64(10411.35014), np.int64(178), 6, 'Failure']"
6418,4482,17198579,"[[6418, 321, 60, 1983, 351, 4482], np.float64(5611.52643), np.int64(194), 6, 'Failure']"
