Source,Target,Amount,LND1,LND2: c/300000.0,LND2: c/10.0
5717,1270,11439,"[[5717, 5651, 6232, 1236, 1270], 35.317, 264, 5, 'Success']","[[5717, 5651, 233, 3190, 167, 11840, 570, 1236, 1270], 34.35242, 492, 9, 'Success']","[[5717, 5651, 233, 3190, 167, 11840, 570, 1236, 1270], 34.35242, 492, 9, 'Success']"
10541,10159,328313,"[[10541, 321, 10159], 1.32831, 80, 3, 'Success']","[[10541, 167, 10339, 12325, 10159], 0.32831, 138, 5, 'Success']","[[10541, 167, 10339, 12325, 10159], 0.32831, 138, 5, 'Success']"
6051,107,3013798,"[[6051, 2854, 172, 53, 107], 2730.329, 138, 5, 'Success']","[[6051, 6677, 2781, 167, 175, 107], 218.23255, 190, 6, 'Success']","[[6051, 6677, 2781, 167, 175, 107], 218.23255, 190, 6, 'Success']"
12315,148,17172241,"[[12315, 64, 148], 946.72326, 184, 3, 'Success']","[[12315, 64, 148], 946.72326, 184, 3, 'Success']","[[12315, 64, 148], 946.72326, 184, 3, 'Success']"
3761,4321,6,"[[3761, 547, 3083, 4321], 0.00205, 984, 4, 'Success']","[[3761, 5339, 6011, 6010, 1559, 12325, 5965, 3083, 4321], 1e-05, 798, 9, 'Success']","[[3761, 5339, 6011, 6010, 1559, 12325, 5965, 3083, 4321], 1e-05, 798, 9, 'Success']"
12424,4656,41,"[[12424, 12325, 5965, 3083, 4656], 0.0, 258, 5, 'Success']","[[12424, 12325, 5965, 3083, 4656], 0.0, 258, 5, 'Success']","[[12424, 12325, 5965, 3083, 4656], 0.0, 258, 5, 'Success']"
7934,12403,802,"[[7934, 600, 2654, 233, 12403], 0.04973, 154, 5, 'Success']","[[7934, 600, 6079, 9314, 12325, 12403], 0.00241, 184, 6, 'Success']","[[7934, 600, 6079, 9314, 12325, 12403], 0.00241, 184, 6, 'Success']"
10157,213,5411,"[[10157, 609, 392, 50, 213], 2.70715, 160, 5, 'Success']","[[10157, 609, 19, 175, 50, 213], 2.55301, 156, 6, 'Success']","[[10157, 609, 19, 175, 50, 213], 2.55301, 156, 6, 'Success']"
94,104,80850,"[[94, 2, 104], 8.085, 52, 3, 'Success']","[[94, 2, 36, 600, 6079, 9314, 12325, 5454, 104], 0.40525, 308, 9, 'Success']","[[94, 2, 36, 600, 6079, 9314, 12325, 5454, 104], 0.40525, 308, 9, 'Success']"
7952,6973,230324,"[[7952, 600, 61, 173, 6973], 120.03389, 138, 5, 'Success']","[[7952, 314, 1659, 71, 173, 6973], 119.34456, 282, 6, 'Success']","[[7952, 314, 1659, 71, 173, 6973], 119.34456, 282, 6, 'Success']"
69,9542,2847027,"[[69, 12325, 182, 6134, 9542], 3.84703, 154, 5, 'Success']","[[69, 12325, 182, 6134, 9542], 3.84703, 154, 5, 'Success']","[[69, 12325, 182, 6134, 9542], 3.84703, 154, 5, 'Success']"
142,6234,32210889,"[[142, 12315, 698, 6234], 64454.98989, 224, 4, 'Success']","[[142, 12315, 60, 173, 59, 398, 6234], 34019.75767, 300, 7, 'Success']","[[142, 12315, 60, 173, 59, 398, 6234], 34019.75767, 300, 7, 'Success']"
3272,7892,3,"[[3272, 609, 2223, 7218, 7892], 0.0, 264, 5, 'Success']","[[3272, 609, 2223, 7218, 7892], 0.0, 264, 5, 'Success']","[[3272, 609, 2223, 7218, 7892], 0.0, 264, 5, 'Success']"
8476,11884,91,"[[8476, 11337, 233, 220, 500, 11884], 2.0059799999999997, 194, 6, 'Success']","[[8476, 3347, 3055, 12325, 6592, 1753, 500, 11884], 2.00283, 274, 8, 'Success']","[[8476, 3347, 3055, 12325, 6592, 1753, 500, 11884], 2.00283, 274, 8, 'Success']"
12835,9311,279,"[[12835, 2073, 609, 9761, 11188, 9311], 1.06027, 200, 6, 'Success']","[[12835, 2073, 609, 858, 3928, 12768, 11188, 9311], 1.00503, 280, 8, 'Success']","[[12835, 2073, 609, 858, 3928, 12768, 11188, 9311], 1.00503, 280, 8, 'Success']"
2753,12911,4372,"[[2753, 2537, 855, 12911], 2.84219, 120, 4, 'Success']","[[2753, 2537, 3778, 12325, 855, 12911], 0.91813, 194, 6, 'Success']","[[2753, 2537, 3778, 12325, 855, 12911], 0.91813, 194, 6, 'Success']"
12268,7718,31285,"[[12268, 9571, 85, 2, 7218, 7718], 5.09849, 270, 6, 'Success']","[[12268, 9571, 3934, 9844, 520, 12325, 36, 7218, 7718], 3.81677, 548, 9, 'Success']","[[12268, 9571, 3934, 9844, 520, 12325, 36, 7218, 7718], 3.81677, 548, 9, 'Success']"
4733,12826,140372,"[[4733, 10, 468, 91, 12826], 142.43405, 424, 5, 'Success']","[[4733, 10, 468, 91, 12826], 142.43405, 424, 5, 'Success']","[[4733, 10, 468, 91, 12826], 142.43405, 424, 5, 'Success']"
13088,11722,1593791,"[[13088, 50, 173, 4306, 4816, 12312, 11722], 259.86003, 218, 7, 'Success']","[[13088, 50, 173, 4306, 4816, 12312, 11722], 259.86003, 218, 7, 'Success']","[[13088, 50, 173, 4306, 4816, 12312, 11722], 259.86003, 218, 7, 'Success']"
48,50,78236788,"[[48, 175, 50], 0.0, 58, 3, 'Success']","[[48, 175, 50], 0.0, 58, 3, 'Success']","[[48, 175, 50], 0.0, 58, 3, 'Success']"
2734,2125,5,"[[2734, 1659, 600, 2081, 2125], 0.015, 264, 5, 'Success']","[[2734, 1659, 600, 2081, 2125], 0.015, 264, 5, 'Success']","[[2734, 1659, 600, 2081, 2125], 0.015, 264, 5, 'Success']"
4808,41,44,"[[4808, 12325, 29, 41], 9e-05, 114, 4, 'Success']","[[4808, 12325, 29, 41], 9e-05, 114, 4, 'Success']","[[4808, 12325, 29, 41], 9e-05, 114, 4, 'Success']"
1911,12754,808,"[[1911, 36, 2390, 32, 12754], 1.44285, 296, 5, 'Success']","[[1911, 36, 609, 2425, 32, 12754], 1.404, 336, 6, 'Success']","[[1911, 36, 609, 2425, 32, 12754], 1.404, 336, 6, 'Success']"
12319,11470,1525,"[[12319, 1139, 6477, 4261, 11470], 1.1204800000000001, 160, 5, 'Success']","[[12319, 1139, 2232, 7042, 12325, 4261, 11470], 0.11895, 234, 7, 'Success']","[[12319, 1139, 2232, 7042, 12325, 4261, 11470], 0.11895, 234, 7, 'Success']"
55,12711,11535,"[[55, 2706, 244, 12711], 1.01154, 120, 4, 'Success']","[[55, 2706, 244, 12711], 1.01154, 120, 4, 'Success']","[[55, 2706, 244, 12711], 1.01154, 120, 4, 'Success']"
12348,6088,336044,"[[12348, 11207, 18, 4, 6088], 5.69649, 264, 5, 'Success']","[[12348, 11207, 4433, 12325, 1573, 11840, 570, 1236, 500, 6088], 2.3360399999999997, 334, 10, 'Success']","[[12348, 11207, 4433, 12325, 1573, 11840, 570, 1236, 500, 6088], 2.3360399999999997, 334, 10, 'Success']"
218,9269,1656584,"[[218, 48, 575, 103, 9269], 170.9721, 160, 5, 'Success']","[[218, 148, 320, 570, 576, 575, 103, 9269], 21.56592, 260, 8, 'Success']","[[218, 148, 320, 570, 576, 575, 103, 9269], 21.56592, 260, 8, 'Success']"
2359,173,95832248,"[[2359, 321, 173], 96.83225, 80, 3, 'Success']","[[2359, 321, 173], 96.83225, 80, 3, 'Success']","[[2359, 321, 173], 96.83225, 80, 3, 'Success']"
5881,838,8,"[[5881, 308, 6020, 801, 838], 0.0244, 160, 5, 'Success']","[[5881, 308, 11837, 12325, 600, 2680, 801, 838], 0.02402, 230, 8, 'Success']","[[5881, 308, 11837, 12325, 600, 2680, 801, 838], 0.02402, 230, 8, 'Success']"
2839,731,82,"[[2839, 182, 12325, 600, 731], 1.24608, 154, 5, 'Success']","[[2839, 182, 12325, 600, 731], 1.24608, 154, 5, 'Success']","[[2839, 182, 12325, 600, 731], 1.24608, 154, 5, 'Success']"
9808,855,929,"[[9808, 11742, 855], 0.8361, 80, 3, 'Success']","[[9808, 11312, 9872, 855], 0.00093, 120, 4, 'Success']","[[9808, 11312, 9872, 855], 0.00093, 120, 4, 'Success']"
11446,84,3120,"[[11446, 233, 84], 0.00624, 74, 3, 'Success']","[[11446, 11278, 12325, 84], 0.0, 114, 4, 'Success']","[[11446, 11278, 12325, 84], 0.0, 114, 4, 'Success']"
3053,8540,85273,"[[3053, 612, 7011, 8540], 1.17054, 120, 4, 'Success']","[[3053, 137, 12325, 10113, 12768, 4789, 7011, 8540], 0.17054, 284, 8, 'Success']","[[3053, 137, 12325, 10113, 12768, 4789, 7011, 8540], 0.17054, 284, 8, 'Success']"
706,726,846991,"[[706, 148, 301, 726], 1292.24794, 120, 4, 'Success']","[[706, 233, 84, 445, 301, 726], 428.88517, 194, 6, 'Success']","[[706, 233, 84, 445, 301, 726], 428.88517, 194, 6, 'Success']"
4013,620,1092161,"[[4013, 5507, 233, 2904, 620], 34.398160000000004, 154, 5, 'Success']","[[4013, 84, 12325, 321, 6228, 2904, 620], 25.10597, 234, 7, 'Success']","[[4013, 84, 12325, 321, 6228, 2904, 620], 25.10597, 234, 7, 'Success']"
313,62,71082682,"[[313, 53, 177, 173, 62], 0.0, 94, 5, 'Success']","[[313, 53, 177, 173, 62], 0.0, 94, 5, 'Success']","[[313, 53, 177, 173, 62], 0.0, 94, 5, 'Success']"
7553,7935,3,"[[7553, 6274, 36, 600, 7935], 0.018029999999999997, 296, 5, 'Success']","[[7553, 6274, 2, 1236, 600, 7935], 0.018029999999999997, 282, 6, 'Success']","[[7553, 6274, 2, 1236, 600, 7935], 0.018029999999999997, 282, 6, 'Success']"
495,3044,31,"[[495, 182, 314, 3044], 1.00203, 224, 4, 'Success']","[[495, 182, 12325, 3093, 2618, 3029, 3044], 1.00106, 234, 7, 'Success']","[[495, 182, 12325, 3093, 2618, 3029, 3044], 1.00106, 234, 7, 'Success']"
11935,12122,620,"[[11935, 12325, 12476, 12122], 0.0, 114, 4, 'Success']","[[11935, 12325, 12476, 12122], 0.0, 114, 4, 'Success']","[[11935, 12325, 12476, 12122], 0.0, 114, 4, 'Success']"
11980,4434,2032,"[[11980, 11476, 855, 4434], 0.81288, 120, 4, 'Success']","[[11980, 3642, 167, 6030, 855, 4434], 0.40842999999999996, 190, 6, 'Success']","[[11980, 3642, 167, 6030, 855, 4434], 0.40842999999999996, 190, 6, 'Success']"
6862,12330,80762,"[[6862, 6020, 9151, 609, 12330], 12.19548, 160, 5, 'Success']","[[6862, 6020, 623, 11837, 12325, 4438, 609, 12330], 9.15697, 252, 8, 'Success']","[[6862, 6020, 623, 11837, 12325, 4438, 609, 12330], 9.15697, 252, 8, 'Success']"
1402,9910,279949,"[[1402, 233, 131, 9910], 2.1197999999999997, 114, 4, 'Success']","[[1402, 233, 131, 9910], 2.1197999999999997, 114, 4, 'Success']","[[1402, 233, 131, 9910], 2.1197999999999997, 114, 4, 'Success']"
6666,2032,1869335,"[[6666, 612, 148, 2032], 243.14446, 120, 4, 'Success']","[[6666, 612, 4777, 576, 2032], 6.73868, 160, 5, 'Success']","[[6666, 612, 4777, 576, 2032], 6.73868, 160, 5, 'Success']"
1835,5855,20685342,"[[1835, 6419, 321, 855, 5855], 50711.134589999994, 160, 5, 'Success']","[[1835, 6419, 614, 6413, 855, 5855], 50689.39629999999, 200, 6, 'Success']","[[1835, 6419, 614, 6413, 855, 5855], 50689.39629999999, 200, 6, 'Success']"
427,12125,2,"[[427, 48, 12445, 12125], 0.0202, 118, 4, 'Success']","[[427, 293, 167, 5965, 12445, 12125], 0.02, 188, 6, 'Success']","[[427, 293, 167, 5965, 12445, 12125], 0.02, 188, 6, 'Success']"
11322,8940,43,"[[11322, 736, 2938, 2223, 8768, 8940], 1.00038, 304, 6, 'Success']","[[11322, 736, 2225, 167, 2223, 8768, 8940], 1.00008, 334, 7, 'Success']","[[11322, 736, 2225, 167, 2223, 8768, 8940], 1.00008, 334, 7, 'Success']"
3923,10740,899,"[[3923, 18, 3520, 10294, 10740], 1.0395599999999998, 264, 5, 'Success']","[[3923, 6467, 3099, 12325, 167, 2223, 10294, 10740], 0.0009, 368, 8, 'Success']","[[3923, 6467, 3099, 12325, 167, 2223, 10294, 10740], 0.0009, 368, 8, 'Success']"
10631,10830,4695,"[[10631, 855, 5965, 3083, 10830], 0.939, 264, 5, 'Success']","[[10631, 855, 6876, 167, 5965, 3083, 10830], 0.03287, 334, 7, 'Success']","[[10631, 855, 6876, 167, 5965, 3083, 10830], 0.03287, 334, 7, 'Success']"
3746,604,78876,"[[3746, 2928, 3216, 604], 2.15776, 120, 4, 'Success']","[[3746, 2928, 7042, 12325, 4090, 604], 1.07888, 194, 6, 'Success']","[[3746, 2928, 7042, 12325, 4090, 604], 1.07888, 194, 6, 'Success']"
11828,2291,543806,"[[11828, 177, 175, 894, 2291], 177.90736, 110, 5, 'Success']","[[11828, 177, 3435, 1369, 5582, 2291], 36.247170000000004, 178, 6, 'Success']","[[11828, 177, 3435, 1369, 5582, 2291], 36.247170000000004, 178, 6, 'Success']"
10133,4871,3705668,"[[10133, 67, 445, 3742, 4871], 614.7114, 258, 5, 'Success']","[[10133, 67, 177, 173, 6597, 4871], 243.12046, 150, 6, 'Success']","[[10133, 67, 177, 173, 6597, 4871], 243.12046, 150, 6, 'Success']"
6504,2189,29492829,"[[6504, 4784, 6184, 321, 2189], 44286.528999999995, 264, 5, 'Success']","[[6504, 4784, 3134, 445, 321, 2189], 15547.12209, 304, 6, 'Success']","[[6504, 4784, 3134, 445, 321, 2189], 15547.12209, 304, 6, 'Success']"
6106,10750,1,"[[6106, 6105, 4822, 10294, 10750], 0.00025, 368, 5, 'Success']","[[6106, 6105, 609, 2223, 10294, 10750], 0.00025, 304, 6, 'Success']","[[6106, 6105, 609, 2223, 10294, 10750], 0.00025, 304, 6, 'Success']"
919,2429,83,"[[919, 1139, 6105, 21, 2429], 1.02133, 160, 5, 'Success']","[[919, 1139, 6324, 5199, 5355, 21, 2429], 1.0003300000000002, 240, 7, 'Success']","[[919, 1139, 6324, 5199, 5355, 21, 2429], 1.0003300000000002, 240, 7, 'Success']"
11043,10678,282,"[[11043, 10294, 10678], 0.0, 184, 3, 'Success']","[[11043, 10294, 10678], 0.0, 184, 3, 'Success']","[[11043, 10294, 10678], 0.0, 184, 3, 'Success']"
4855,2985,5164,"[[4855, 609, 2537, 2, 2985], 0.16008, 138, 5, 'Success']","[[4855, 609, 19, 215, 6480, 2, 2985], 0.015479999999999999, 196, 7, 'Success']","[[4855, 609, 19, 215, 6480, 2, 2985], 0.015479999999999999, 196, 7, 'Success']"
6085,959,25312,"[[6085, 32, 600, 959], 89.60458000000001, 224, 4, 'Success']","[[6085, 454, 9314, 12325, 600, 959], 76.96139000000001, 184, 6, 'Success']","[[6085, 454, 9314, 12325, 600, 959], 76.96139000000001, 184, 6, 'Success']"
3291,8464,285198,"[[3291, 2861, 612, 8464], 1.2852, 120, 4, 'Success']","[[3291, 2861, 9359, 12325, 8464], 0.0, 154, 5, 'Success']","[[3291, 2861, 9359, 12325, 8464], 0.0, 154, 5, 'Success']"
12512,56,5995695,"[[12512, 698, 321, 56], 6003.697700000001, 120, 4, 'Success']","[[12512, 698, 57, 177, 56], 5996.695, 116, 5, 'Success']","[[12512, 698, 57, 177, 56], 5996.695, 116, 5, 'Success']"
3344,1413,12191316,"[[3344, 175, 71, 32, 1413], 6757.573710000001, 242, 5, 'Success']","[[3344, 177, 141, 32, 1413], 6757.573710000001, 242, 5, 'Success']","[[3344, 177, 141, 32, 1413], 6757.573710000001, 242, 5, 'Success']"
1597,7984,7,"[[1597, 233, 7984], 0.00037, 74, 3, 'Success']","[[1597, 233, 600, 6079, 9314, 12325, 167, 7984], 4e-05, 248, 8, 'Success']","[[1597, 233, 600, 6079, 9314, 12325, 167, 7984], 4e-05, 248, 8, 'Success']"
5071,1790,50,"[[5071, 4822, 19, 1236, 1790], 0.30045, 242, 5, 'Success']","[[5071, 4822, 19, 1236, 1790], 0.30045, 242, 5, 'Success']","[[5071, 4822, 19, 1236, 1790], 0.30045, 242, 5, 'Success']"
3266,5860,694,"[[3266, 3456, 855, 5860], 1.1394900000000001, 120, 4, 'Success']","[[3266, 600, 6010, 855, 5860], 0.14088, 160, 5, 'Success']","[[3266, 600, 6010, 855, 5860], 0.14088, 160, 5, 'Success']"
370,4334,2094,"[[370, 36, 3083, 4334], 0.0, 256, 4, 'Success']","[[370, 36, 3083, 4334], 0.0, 256, 4, 'Success']","[[370, 36, 3083, 4334], 0.0, 256, 4, 'Success']"
267,9319,84584,"[[267, 2178, 18, 9319], 3.03004, 120, 4, 'Success']","[[267, 1559, 12325, 1573, 18, 9319], 1.08458, 194, 6, 'Success']","[[267, 1559, 12325, 1573, 18, 9319], 1.08458, 194, 6, 'Success']"
1864,12715,179748,"[[1864, 32, 12715], 90.69425, 184, 3, 'Success']","[[1864, 32, 12715], 90.69425, 184, 3, 'Success']","[[1864, 32, 12715], 90.69425, 184, 3, 'Success']"
8698,12754,1459567,"[[8698, 3292, 2597, 12754], 1460.567, 282, 4, 'Success']","[[8698, 3292, 4312, 32, 12754], 729.32393, 244, 5, 'Success']","[[8698, 3292, 4312, 32, 12754], 729.32393, 244, 5, 'Success']"
3527,1067,10653553,"[[3527, 2734, 6007, 233, 1067], 26677.95059, 258, 5, 'Success']","[[3527, 2734, 6007, 233, 1067], 26677.95059, 258, 5, 'Success']","[[3527, 2734, 6007, 233, 1067], 26677.95059, 258, 5, 'Success']"
7475,3341,3,"[[7475, 7218, 3642, 148, 3341], 1.01239, 264, 5, 'Success']","[[7475, 7218, 8301, 8348, 148, 3341], 1.01219, 304, 6, 'Success']","[[7475, 7218, 8301, 8348, 148, 3341], 1.01219, 304, 6, 'Success']"
11749,9211,77,"[[11749, 855, 10113, 8768, 9211], 0.0154, 264, 5, 'Success']","[[11749, 10345, 609, 2223, 8768, 9211], 8e-05, 304, 6, 'Success']","[[11749, 10345, 609, 2223, 8768, 9211], 8e-05, 304, 6, 'Success']"
6174,2693,570,"[[6174, 4792, 6020, 634, 2693], 5.576910000000001, 160, 5, 'Success']","[[6174, 4792, 167, 2706, 634, 2693], 5.5705800000000005, 190, 6, 'Success']","[[6174, 4792, 167, 2706, 634, 2693], 5.5705800000000005, 190, 6, 'Success']"
7355,6565,1550,"[[7355, 886, 9498, 6565], 1.0041, 120, 4, 'Success']","[[7355, 886, 9498, 6565], 1.0041, 120, 4, 'Success']","[[7355, 886, 9498, 6565], 1.0041, 120, 4, 'Success']"
2870,6193,46938,"[[2870, 32, 6193], 24.42206, 184, 3, 'Success']","[[2870, 32, 6193], 24.42206, 184, 3, 'Success']","[[2870, 32, 6193], 24.42206, 184, 3, 'Success']"
6962,3384,782980,"[[6962, 321, 59, 3384], 47.09692999999999, 120, 4, 'Success']","[[6962, 321, 59, 3384], 47.09692999999999, 120, 4, 'Success']","[[6962, 321, 59, 3384], 47.09692999999999, 120, 4, 'Success']"
2654,8530,5302957,"[[2654, 9488, 18, 445, 8530], 124.96828, 160, 5, 'Success']","[[2654, 9488, 131, 10113, 18, 445, 8530], 57.02972, 240, 7, 'Success']","[[2654, 9488, 131, 10113, 18, 445, 8530], 57.02972, 240, 7, 'Success']"
36,570,69535412,"[[36, 62, 175, 321, 60, 570], 19204.88493, 210, 6, 'Success']","[[36, 62, 177, 173, 57, 321, 60, 570], 7724.14891, 246, 8, 'Success']","[[36, 62, 177, 173, 57, 321, 60, 570], 7724.14891, 246, 8, 'Success']"
9274,12811,8,"[[9274, 8572, 167, 2706, 609, 12811], 0.00197, 190, 6, 'Success']","[[9274, 8572, 167, 2706, 609, 12811], 0.00197, 190, 6, 'Success']","[[9274, 8572, 167, 2706, 609, 12811], 0.00197, 190, 6, 'Success']"
6425,2559,88,"[[6425, 167, 3086, 2559], 0.01558, 98, 4, 'Success']","[[6425, 167, 11413, 11175, 2559], 0.00819, 144, 5, 'Success']","[[6425, 167, 11413, 11175, 2559], 0.00819, 144, 5, 'Success']"
9793,1950,141,"[[9793, 1067, 1858, 1945, 1950], 1.33088, 260, 5, 'Success']","[[9793, 1067, 308, 11837, 167, 858, 87, 1945, 1950], 0.67188, 370, 9, 'Success']","[[9793, 1067, 308, 11837, 167, 858, 87, 1945, 1950], 0.67188, 370, 9, 'Success']"
6282,12687,7492,"[[6282, 6274, 2223, 5059, 12687], 27.81543, 264, 5, 'Success']","[[6282, 6274, 3083, 6693, 5059, 12687], 23.479, 408, 6, 'Success']","[[6282, 6274, 3083, 6693, 5059, 12687], 23.479, 408, 6, 'Success']"
6705,11383,64359,"[[6705, 167, 11915, 4038, 11383], 2.45052, 160, 5, 'Success']","[[6705, 167, 4482, 999, 4038, 11383], 0.5148799999999999, 190, 6, 'Success']","[[6705, 167, 4482, 999, 4038, 11383], 0.5148799999999999, 190, 6, 'Success']"
2716,10127,343477,"[[2716, 32, 466, 10127], 206.75986, 328, 4, 'Success']","[[2716, 84, 12325, 167, 181, 10127], 4.1913, 288, 6, 'Success']","[[2716, 84, 12325, 167, 181, 10127], 4.1913, 288, 6, 'Success']"
314,5984,2309975,"[[314, 11, 667, 48, 5984], 419.12437, 264, 5, 'Success']","[[314, 11564, 12325, 167, 12540, 12186, 5984], 10.92994, 338, 7, 'Success']","[[314, 11564, 12325, 167, 12540, 12186, 5984], 10.92994, 338, 7, 'Success']"
154,12556,22821362,"[[154, 2270, 321, 12556], 11434.51427, 114, 4, 'Success']","[[154, 2270, 321, 12556], 11434.51427, 114, 4, 'Success']","[[154, 2270, 321, 12556], 11434.51427, 114, 4, 'Success']"
2591,10589,7,"[[2591, 1139, 124, 10294, 10589], 0.02261, 264, 5, 'Success']","[[2591, 1139, 2232, 7042, 167, 2223, 10294, 10589], 3.0000000000000004e-05, 374, 8, 'Success']","[[2591, 1139, 2232, 7042, 167, 2223, 10294, 10589], 3.0000000000000004e-05, 374, 8, 'Success']"
11479,11568,84,"[[11479, 609, 2537, 57, 11568], 18.04012, 160, 5, 'Success']","[[11479, 609, 19, 177, 57, 11568], 18.03706, 156, 6, 'Success']","[[11479, 609, 19, 177, 57, 11568], 18.03706, 156, 6, 'Success']"
12495,1605,912,"[[12495, 6980, 18, 1605], 1.04656, 120, 4, 'Success']","[[12495, 6980, 4730, 149, 1605], 0.047510000000000004, 264, 5, 'Success']","[[12495, 6980, 4730, 149, 1605], 0.047510000000000004, 264, 5, 'Success']"
2644,830,7378,"[[2644, 855, 8411, 801, 830], 23.68804, 154, 5, 'Success']","[[2644, 2441, 6557, 12325, 600, 2680, 801, 830], 22.156200000000002, 274, 8, 'Success']","[[2644, 2441, 6557, 12325, 600, 2680, 801, 830], 22.156200000000002, 274, 8, 'Success']"
404,9802,27574,"[[404, 321, 9802], 1.02757, 80, 3, 'Success']","[[404, 855, 6876, 167, 4312, 9802], 0.19301000000000001, 190, 6, 'Success']","[[404, 855, 6876, 167, 4312, 9802], 0.19301000000000001, 190, 6, 'Success']"
10051,10623,756986,"[[10051, 11314, 2030, 5529, 12445, 10623], 7170.33431, 202, 6, 'Success']","[[10051, 11314, 2030, 5529, 12445, 10623], 7170.33431, 202, 6, 'Success']","[[10051, 11314, 2030, 5529, 12445, 10623], 7170.33431, 202, 6, 'Success']"
1139,129,1724046,"[[1139, 124, 445, 129], 569.97506, 224, 4, 'Success']","[[1139, 6324, 4090, 12325, 612, 4682, 129], 14.792399999999999, 228, 7, 'Success']","[[1139, 6324, 4090, 12325, 612, 4682, 129], 14.792399999999999, 228, 7, 'Success']"
4312,3183,61259236,"[[4312, 172, 173, 73, 3183], 3371.50798, 116, 5, 'Success']","[[4312, 172, 173, 73, 3183], 3371.50798, 116, 5, 'Success']","[[4312, 172, 173, 73, 3183], 3371.50798, 116, 5, 'Success']"
2431,7982,7,"[[2431, 494, 15, 9629, 439, 7982], 1.00358, 150, 6, 'Success']","[[2431, 11867, 11365, 6876, 167, 1059, 600, 4863, 439, 7982], 1.00104, 338, 10, 'Success']","[[2431, 11867, 11365, 6876, 167, 1059, 600, 4863, 439, 7982], 1.00104, 338, 10, 'Success']"
10050,5611,88,"[[10050, 6410, 6814, 609, 124, 5611], 0.02042, 200, 6, 'Success']","[[10050, 6410, 6814, 609, 124, 5611], 0.02042, 200, 6, 'Success']","[[10050, 6410, 6814, 609, 124, 5611], 0.02042, 200, 6, 'Success']"
7828,42,710,"[[7828, 167, 42], 0.00071, 70, 3, 'Success']","[[7828, 167, 42], 0.00071, 70, 3, 'Success']","[[7828, 167, 42], 0.00071, 70, 3, 'Success']"
11002,1453,1684,"[[11002, 10294, 124, 2938, 1453], 5.63138, 264, 5, 'Success']","[[11002, 10294, 4822, 10113, 12325, 5965, 3297, 1453], 5.05469, 482, 8, 'Success']","[[11002, 10294, 4822, 10113, 12325, 5965, 3297, 1453], 5.05469, 482, 8, 'Success']"
1774,3925,84391,"[[1774, 32, 4261, 3925], 49.44359, 224, 4, 'Success']","[[1774, 2043, 5319, 12325, 3093, 12157, 21, 3925], 2.16878, 274, 8, 'Success']","[[1774, 2043, 5319, 12325, 3093, 12157, 21, 3925], 2.16878, 274, 8, 'Success']"
62,6058,251134,"[[62, 407, 398, 6058], 1.25113, 224, 4, 'Success']","[[62, 407, 398, 6058], 1.25113, 224, 4, 'Success']","[[62, 407, 398, 6058], 1.25113, 224, 4, 'Success']"
3157,8666,4450171,"[[3157, 321, 855, 8666], 895.48526, 117, 4, 'Success']","[[3157, 149, 11837, 12325, 233, 8666], 357.01403, 163, 6, 'Success']","[[3157, 149, 11837, 12325, 233, 8666], 357.01403, 163, 6, 'Success']"
398,5494,43751378,"[[398, 1877, 321, 55, 5494], 4642.0211500000005, 154, 5, 'Success']","[[398, 1877, 321, 55, 5494], 4642.0211500000005, 154, 5, 'Success']","[[398, 1877, 321, 55, 5494], 4642.0211500000005, 154, 5, 'Success']"
7737,2202,10,"[[7737, 6274, 2, 2202], 0.031, 202, 4, 'Success']","[[7737, 6274, 9281, 609, 19, 233, 2202], 0.03035, 316, 7, 'Success']","[[7737, 6274, 9281, 609, 19, 233, 2202], 0.03035, 316, 7, 'Success']"
8103,1344,23,"[[8103, 5216, 194, 1236, 1344], 0.07260000000000001, 160, 5, 'Success']","[[8103, 5216, 609, 19, 1236, 1344], 0.06920000000000001, 178, 6, 'Success']","[[8103, 5216, 609, 19, 1236, 1344], 0.06920000000000001, 178, 6, 'Success']"
