Source,Target,Amount,LND1,LND2: c/300000.0,LND2: c/10.0
8516,8502,88777,"[[8516, 71, 50, 8502], 7.13274, 98, 4, 'Success']","[[8516, 71, 50, 8502], 7.13274, 98, 4, 'Success']","[[8516, 71, 50, 8502], 7.13274, 98, 4, 'Success']"
9483,4044,650523,"[[9483, 8660, 18, 12157, 4044], 87.21962, 160, 5, 'Success']","[[9483, 7927, 3804, 3323, 3477, 2928, 4044], 4.6521, 234, 7, 'Success']","[[9483, 7927, 3804, 3323, 3477, 2928, 4044], 4.6521, 234, 7, 'Success']"
6170,1559,1076957,"[[6170, 67, 167, 1559], 63.55971, 120, 4, 'Success']","[[6170, 67, 175, 12325, 1559], 61.48264, 132, 5, 'Success']","[[6170, 67, 175, 12325, 1559], 61.48264, 132, 5, 'Success']"
10291,88,10351303,"[[10291, 567, 18, 88], 270.13615999999996, 120, 4, 'Success']","[[10291, 182, 11837, 137, 1983, 60, 173, 88], 21.70261, 224, 8, 'Success']","[[10291, 182, 11837, 137, 1983, 60, 173, 88], 21.70261, 224, 8, 'Success']"
2174,5962,2,"[[2174, 12445, 5002, 4506, 5962], 1.00192, 162, 5, 'Success']","[[2174, 5454, 609, 858, 167, 4482, 999, 4506, 5962], 1.0, 310, 9, 'Success']","[[2174, 5454, 609, 858, 167, 4482, 999, 4506, 5962], 1.0, 310, 9, 'Success']"
11119,11843,77,"[[11119, 11057, 3520, 6587, 11843], 0.26043, 258, 5, 'Success']","[[11119, 11057, 3642, 167, 4312, 3292, 723, 185, 11843], 0.23997000000000002, 382, 9, 'Success']","[[11119, 11057, 3642, 167, 4312, 3292, 723, 185, 11843], 0.23997000000000002, 382, 9, 'Success']"
6585,8251,334,"[[6585, 600, 6010, 609, 8251], 0.0344, 160, 5, 'Success']","[[6585, 600, 6010, 609, 8251], 0.0344, 160, 5, 'Success']","[[6585, 600, 6010, 609, 8251], 0.0344, 160, 5, 'Success']"
6508,7356,3670,"[[6508, 21, 11057, 6274, 7356], 1.00367, 368, 5, 'Success']","[[6508, 21, 1566, 2, 6274, 7356], 1.00367, 272, 6, 'Success']","[[6508, 21, 1566, 2, 6274, 7356], 1.00367, 272, 6, 'Success']"
5277,9490,61804,"[[5277, 1369, 9634, 9490], 22.1998, 114, 4, 'Success']","[[5277, 1369, 10801, 10113, 12325, 5965, 3297, 6764, 3896, 4816, 9490], 1.31, 388, 11, 'Success']","[[5277, 1369, 10801, 10113, 12325, 5965, 3297, 6764, 3896, 4816, 9490], 1.31, 388, 11, 'Success']"
4714,4276,441275,"[[4714, 5307, 612, 6087, 4276], 29.359099999999998, 160, 5, 'Success']","[[4714, 5307, 9869, 12325, 6722, 3928, 6087, 4276], 27.9178, 274, 8, 'Success']","[[4714, 5307, 9869, 12325, 6722, 3928, 6087, 4276], 27.9178, 274, 8, 'Success']"
5663,12950,1915205,"[[5663, 10159, 29, 48, 12950], 310.27531, 160, 5, 'Success']","[[5663, 10159, 6562, 8723, 167, 177, 173, 12950], 121.99349000000001, 248, 8, 'Success']","[[5663, 10159, 6562, 8723, 167, 177, 173, 12950], 121.99349000000001, 248, 8, 'Success']"
11616,11487,13428089,"[[11616, 2734, 11487], 33571.2225, 184, 3, 'Success']","[[11616, 2734, 11487], 33571.2225, 184, 3, 'Success']","[[11616, 2734, 11487], 33571.2225, 184, 3, 'Success']"
10833,8182,3,"[[10833, 3083, 21, 8182], 1.012, 224, 4, 'Success']","[[10833, 3083, 21, 8182], 1.012, 224, 4, 'Success']","[[10833, 3083, 21, 8182], 1.012, 224, 4, 'Success']"
5460,482,18,"[[5460, 4822, 10113, 18, 481, 482], 2.06004, 304, 6, 'Success']","[[5460, 4822, 10113, 18, 481, 482], 2.06004, 304, 6, 'Success']","[[5460, 4822, 10113, 18, 481, 482], 2.06004, 304, 6, 'Success']"
7061,4745,197,"[[7061, 7053, 6755, 855, 4745], 0.056749999999999995, 160, 5, 'Success']","[[7061, 7053, 12148, 12325, 855, 4745], 0.04393, 188, 6, 'Success']","[[7061, 7053, 12148, 12325, 855, 4745], 0.04393, 188, 6, 'Success']"
8645,5307,9886,"[[8645, 463, 254, 5307], 5.35842, 120, 4, 'Success']","[[8645, 463, 12325, 10632, 149, 5307], 1.02078, 298, 6, 'Success']","[[8645, 463, 12325, 10632, 149, 5307], 1.02078, 298, 6, 'Success']"
1431,2607,14729,"[[1431, 148, 84, 2618, 2607], 4.6514500000000005, 160, 5, 'Success']","[[1431, 148, 600, 6079, 9314, 12325, 3093, 2618, 2607], 1.8100999999999998, 304, 9, 'Success']","[[1431, 148, 600, 6079, 9314, 12325, 3093, 2618, 2607], 1.8100999999999998, 304, 9, 'Success']"
3201,9646,146984,"[[3201, 18, 73, 4860, 9646], 11.481110000000001, 264, 5, 'Success']","[[3201, 600, 6079, 9314, 12325, 84, 3153, 4860, 9646], 2.73493, 304, 9, 'Success']","[[3201, 600, 6079, 9314, 12325, 84, 3153, 4860, 9646], 2.73493, 304, 9, 'Success']"
1767,5981,6538665,"[[1767, 91, 12315, 5981], 13084.36866, 384, 4, 'Success']","[[1767, 91, 12315, 5981], 13084.36866, 384, 4, 'Success']","[[1767, 91, 12315, 5981], 13084.36866, 384, 4, 'Success']"
3006,8160,15976877,"[[3006, 173, 12315, 4784, 8160], 27504.49245, 368, 5, 'Success']","[[3006, 173, 59, 398, 1396, 612, 8160], 2913.15752, 212, 7, 'Success']","[[3006, 173, 59, 398, 1396, 612, 8160], 2913.15752, 212, 7, 'Success']"
6794,4151,2,"[[6794, 2178, 2223, 3083, 4151], 0.00012, 264, 5, 'Success']","[[6794, 2178, 2425, 36, 3083, 4151], 1e-05, 336, 6, 'Success']","[[6794, 2178, 2425, 36, 3083, 4151], 1e-05, 336, 6, 'Success']"
10684,1428,65,"[[10684, 10294, 2223, 609, 1428], 0.20282, 264, 5, 'Success']","[[10684, 10294, 4822, 19, 609, 1428], 0.19506, 386, 6, 'Success']","[[10684, 10294, 4822, 19, 609, 1428], 0.19506, 386, 6, 'Success']"
13095,5311,244,"[[13095, 609, 858, 167, 5311], 0.00072, 150, 5, 'Success']","[[13095, 609, 858, 167, 5311], 0.00072, 150, 5, 'Success']","[[13095, 609, 858, 167, 5311], 0.00072, 150, 5, 'Success']"
364,487,2270,"[[364, 321, 244, 487], 4.229570000000001, 328, 4, 'Success']","[[364, 10801, 8467, 167, 12982, 487], 1.00454, 200, 6, 'Success']","[[364, 10801, 8467, 167, 12982, 487], 1.00454, 200, 6, 'Success']"
7990,2453,27148,"[[7990, 2605, 3620, 12788, 681, 2453], 4.01343, 200, 6, 'Success']","[[7990, 2605, 8475, 8756, 12157, 5027, 4298, 12325, 10113, 12768, 12788, 681, 2453], 3.067729999999999, 474, 13, 'Success']","[[7990, 2605, 8475, 8756, 12157, 5027, 4298, 12325, 10113, 12768, 12788, 681, 2453], 3.067729999999999, 474, 13, 'Success']"
10159,8244,369225,"[[10159, 8782, 3855, 8244], 10.59985, 120, 4, 'Success']","[[10159, 8782, 3855, 8244], 10.59985, 120, 4, 'Success']","[[10159, 8782, 3855, 8244], 10.59985, 120, 4, 'Success']"
2993,115,3948983,"[[2993, 855, 2178, 1306, 115], 853.99324, 160, 5, 'Success']","[[2993, 233, 6057, 167, 1229, 2178, 1306, 115], 80.98001000000001, 264, 8, 'Success']","[[2993, 233, 6057, 167, 1229, 2178, 1306, 115], 80.98001000000001, 264, 8, 'Success']"
12476,498,49532967,"[[12476, 12325, 6722, 141, 177, 55, 498], 17091.91431, 190, 7, 'Success']","[[12476, 12325, 6722, 141, 177, 55, 498], 17091.91431, 190, 7, 'Success']","[[12476, 12325, 6722, 141, 177, 55, 498], 17091.91431, 190, 7, 'Success']"
5172,5874,4,"[[5172, 4822, 19, 609, 5874], 0.0124, 242, 5, 'Success']","[[5172, 4822, 19, 609, 5874], 0.0124, 242, 5, 'Success']","[[5172, 4822, 19, 609, 5874], 0.0124, 242, 5, 'Success']"
939,3703,87,"[[939, 547, 609, 3703], 0.02184, 500, 4, 'Success']","[[939, 4482, 167, 2706, 609, 3703], 0.00035000000000000005, 190, 6, 'Success']","[[939, 4482, 167, 2706, 609, 3703], 0.00035000000000000005, 190, 6, 'Success']"
12121,9121,902,"[[12121, 609, 2223, 8768, 9121], 0.0009, 264, 5, 'Success']","[[12121, 609, 2223, 8768, 9121], 0.0009, 264, 5, 'Success']","[[12121, 609, 2223, 8768, 9121], 0.0009, 264, 5, 'Success']"
2444,4620,3480,"[[2444, 528, 3520, 3083, 4620], 0.15312, 264, 5, 'Success']","[[2444, 4734, 12325, 5965, 3083, 4620], 0.0, 298, 6, 'Success']","[[2444, 4734, 12325, 5965, 3083, 4620], 0.0, 298, 6, 'Success']"
2466,11267,70428,"[[2466, 600, 5002, 11267], 70.6395, 120, 4, 'Success']","[[2466, 600, 6010, 12194, 1579, 11267], 0.35214, 200, 6, 'Success']","[[2466, 600, 6010, 12194, 1579, 11267], 0.35214, 200, 6, 'Success']"
6089,1084,213032,"[[6089, 6433, 142, 1084], 118.6785, 120, 4, 'Success']","[[6089, 8570, 9808, 11742, 11746, 167, 10339, 12325, 5965, 3297, 6764, 1084], 2.27918, 412, 12, 'Success']","[[6089, 8570, 9808, 11742, 11746, 167, 10339, 12325, 5965, 3297, 6764, 1084], 2.27918, 412, 12, 'Success']"
5650,1343,3115095,,,
2877,12634,53832501,"[[2877, 2734, 321, 12634], 134637.22207999998, 224, 4, 'Success']","[[2877, 2734, 321, 12634], 134637.22207999998, 224, 4, 'Success']","[[2877, 2734, 321, 12634], 134637.22207999998, 224, 4, 'Success']"
6383,9502,6,"[[6383, 12325, 10113, 314, 9502], 0.00201, 258, 5, 'Success']","[[6383, 12325, 10113, 314, 9502], 0.00201, 258, 5, 'Success']","[[6383, 12325, 10113, 314, 9502], 0.00201, 258, 5, 'Success']"
10160,10994,69,"[[10160, 4822, 10294, 10994], 0.0, 328, 4, 'Success']","[[10160, 4822, 10294, 10994], 0.0, 328, 4, 'Success']","[[10160, 4822, 10294, 10994], 0.0, 328, 4, 'Success']"
3500,8433,403,"[[3500, 600, 5002, 91, 8434, 8433], 1.02578, 350, 6, 'Success']","[[3500, 600, 6079, 9314, 12325, 91, 8434, 8433], 0.90461, 414, 8, 'Success']","[[3500, 600, 6079, 9314, 12325, 91, 8434, 8433], 0.90461, 414, 8, 'Success']"
55,9374,1555,"[[55, 8723, 6562, 9374], 1.00156, 120, 4, 'Success']","[[55, 8723, 6562, 9374], 1.00156, 120, 4, 'Success']","[[55, 8723, 6562, 9374], 1.00156, 120, 4, 'Success']"
11350,7957,15551,"[[11350, 855, 2188, 7957], 4.12595, 120, 4, 'Success']","[[11350, 12325, 1009, 2050, 7957], 0.47006, 148, 5, 'Success']","[[11350, 12325, 1009, 2050, 7957], 0.47006, 148, 5, 'Success']"
532,6230,524332,"[[532, 321, 2, 6230], 53.95758, 98, 4, 'Success']","[[532, 321, 2, 6230], 53.95758, 98, 4, 'Success']","[[532, 321, 2, 6230], 53.95758, 98, 4, 'Success']"
8112,5892,1207352,"[[8112, 855, 6254, 5892], 254.54653, 120, 4, 'Success']","[[8112, 855, 131, 10113, 18, 11837, 6910, 8051, 5199, 5892], 11.036779999999998, 360, 10, 'Success']","[[8112, 855, 131, 10113, 18, 11837, 6910, 8051, 5199, 5892], 11.036779999999998, 360, 10, 'Success']"
320,2178,16421000,"[[320, 73, 173, 2578, 2178], 44684.15177, 242, 5, 'Success']","[[320, 73, 173, 3292, 3784, 2734, 2178], 41961.56296, 302, 7, 'Success']","[[320, 73, 173, 3292, 3784, 2734, 2178], 41961.56296, 302, 7, 'Success']"
1804,3186,7,"[[1804, 5984, 4792, 2683, 3186], 0.00225, 160, 5, 'Success']","[[1804, 600, 6079, 9314, 12325, 3292, 4312, 8737, 2683, 3186], 0.0017699999999999999, 324, 10, 'Success']","[[1804, 600, 6079, 9314, 12325, 3292, 4312, 8737, 2683, 3186], 0.0017699999999999999, 324, 10, 'Success']"
1804,8154,69,"[[1804, 32, 8154], 1.03443, 184, 3, 'Success']","[[1804, 32, 8154], 1.03443, 184, 3, 'Success']","[[1804, 32, 8154], 1.03443, 184, 3, 'Success']"
1040,6213,857,"[[1040, 10, 6213], 2.4569, 80, 3, 'Success']","[[1040, 10, 6213], 2.4569, 80, 3, 'Success']","[[1040, 10, 6213], 2.4569, 80, 3, 'Success']"
8397,10214,9902,"[[8397, 1393, 11912, 6725, 10214], 3.25755, 540, 5, 'Success']","[[8397, 1393, 4848, 9401, 12325, 3093, 6145, 10214], 1.51495, 274, 8, 'Success']","[[8397, 1393, 4848, 9401, 12325, 3093, 6145, 10214], 1.51495, 274, 8, 'Success']"
3511,5499,32223,"[[3511, 182, 6020, 4822, 5499], 1.03222, 258, 5, 'Success']","[[3511, 340, 167, 2223, 4822, 5499], 0.27278, 282, 6, 'Success']","[[3511, 340, 167, 2223, 4822, 5499], 0.27278, 282, 6, 'Success']"
13003,10201,239582,"[[13003, 32, 886, 10201], 120.79212, 218, 4, 'Success']","[[13003, 167, 321, 886, 10201], 1.7197399999999998, 144, 5, 'Success']","[[13003, 167, 321, 886, 10201], 1.7197399999999998, 144, 5, 'Success']"
6463,2173,8376538,"[[6463, 12315, 9488, 3086, 2173], 12016.67117, 252, 5, 'Success']","[[6463, 12315, 131, 506, 8782, 3086, 2173], 8672.515, 332, 7, 'Success']","[[6463, 12315, 131, 506, 8782, 3086, 2173], 8672.515, 332, 7, 'Success']"
8471,5979,10253558,"[[8471, 78, 175, 70, 5979], 566.19569, 116, 5, 'Success']","[[8471, 78, 175, 70, 5979], 566.19569, 116, 5, 'Success']","[[8471, 78, 175, 70, 5979], 566.19569, 116, 5, 'Success']"
5715,8400,10,"[[5715, 184, 2, 91, 8400], 0.51101, 282, 5, 'Success']","[[5715, 184, 2, 91, 8400], 0.51101, 282, 5, 'Success']","[[5715, 184, 2, 91, 8400], 0.51101, 282, 5, 'Success']"
1718,10787,14,"[[1718, 966, 2359, 36, 10787], 1.04574, 192, 5, 'Success']","[[1718, 966, 2359, 36, 10787], 1.04574, 192, 5, 'Success']","[[1718, 966, 2359, 36, 10787], 1.04574, 192, 5, 'Success']"
6926,2415,697,"[[6926, 21, 6330, 1139, 2415], 3.0917000000000003, 160, 5, 'Success']","[[6926, 21, 6330, 1139, 2415], 3.0917000000000003, 160, 5, 'Success']","[[6926, 21, 6330, 1139, 2415], 3.0917000000000003, 160, 5, 'Success']"
5221,7541,9584,"[[5221, 4822, 3083, 7541], 0.0, 328, 4, 'Success']","[[5221, 4822, 3083, 7541], 0.0, 328, 4, 'Success']","[[5221, 4822, 3083, 7541], 0.0, 328, 4, 'Success']"
45,1867,30747,"[[45, 32, 1867], 16.34275, 184, 3, 'Success']","[[45, 32, 1867], 16.34275, 184, 3, 'Success']","[[45, 32, 1867], 16.34275, 184, 3, 'Success']"
5617,2444,655128,"[[5617, 18, 3742, 1567, 2444], 21.30912, 154, 5, 'Success']","[[5617, 7042, 167, 10339, 12325, 3292, 3099, 2444], 0.65513, 238, 8, 'Success']","[[5617, 7042, 167, 10339, 12325, 3292, 3099, 2444], 0.65513, 238, 8, 'Success']"
2223,535,7681618,"[[2223, 233, 2597, 535], 7698.4966, 296, 4, 'Success']","[[2223, 131, 10113, 2597, 535], 7691.3073, 342, 5, 'Success']","[[2223, 131, 10113, 2597, 535], 7691.3073, 342, 5, 'Success']"
609,3101,32863817,"[[609, 63, 175, 321, 3101], 7272.91101, 138, 5, 'Success']","[[609, 63, 175, 173, 57, 321, 3101], 1843.62562, 174, 7, 'Success']","[[609, 63, 175, 173, 57, 321, 3101], 1843.62562, 174, 7, 'Success']"
5954,8891,9,"[[5954, 1067, 10113, 8768, 8891], 0.009, 368, 5, 'Success']","[[5954, 1067, 10113, 8768, 8891], 0.009, 368, 5, 'Success']","[[5954, 1067, 10113, 8768, 8891], 0.009, 368, 5, 'Success']"
3887,67,26,"[[3887, 855, 173, 67], 0.0052, 98, 4, 'Success']","[[3887, 855, 6876, 167, 67], 0.00018999999999999998, 150, 5, 'Success']","[[3887, 855, 6876, 167, 67], 0.00018999999999999998, 150, 5, 'Success']"
7579,12020,659,"[[7579, 7218, 36, 600, 12020], 3.95993, 296, 5, 'Success']","[[7579, 7218, 2, 1236, 600, 12020], 3.95993, 282, 6, 'Success']","[[7579, 7218, 2, 1236, 600, 12020], 3.95993, 282, 6, 'Success']"
8797,5152,6518,"[[8797, 8768, 7218, 4822, 5152], 0.0, 472, 5, 'Success']","[[8797, 8768, 7218, 4822, 5152], 0.0, 472, 5, 'Success']","[[8797, 8768, 7218, 4822, 5152], 0.0, 472, 5, 'Success']"
12513,7854,11036,"[[12513, 1917, 2, 6274, 7854], 1.07049, 242, 5, 'Success']","[[12513, 1917, 12325, 36, 6274, 7854], 0.0, 330, 6, 'Success']","[[12513, 1917, 12325, 36, 6274, 7854], 0.0, 330, 6, 'Success']"
8301,4789,631205,"[[8301, 321, 12157, 4789], 18.41134, 120, 4, 'Success']","[[8301, 8348, 8260, 167, 12823, 12768, 4789], 0.73121, 240, 7, 'Success']","[[8301, 8348, 8260, 167, 12823, 12768, 4789], 0.73121, 240, 7, 'Success']"
1067,11356,4012588,"[[1067, 3784, 3292, 11356], 2428.38262, 204, 4, 'Success']","[[1067, 3784, 131, 10113, 18, 6980, 12540, 12186, 11356], 29.4756, 424, 9, 'Success']","[[1067, 3784, 131, 10113, 18, 6980, 12540, 12186, 11356], 29.4756, 424, 9, 'Success']"
11330,463,13569082,"[[11330, 293, 2578, 463], 34032.529050000005, 224, 4, 'Success']","[[11330, 3642, 167, 796, 3974, 2578, 463], 33951.91103, 344, 7, 'Success']","[[11330, 3642, 167, 796, 3974, 2578, 463], 33951.91103, 344, 7, 'Success']"
5715,5580,4,"[[5715, 184, 32, 5580], 1.00301, 218, 4, 'Success']","[[5715, 184, 32, 5580], 1.00301, 218, 4, 'Success']","[[5715, 184, 32, 5580], 1.00301, 218, 4, 'Success']"
5333,3721,67,"[[5333, 4822, 3083, 3721], 0.0, 328, 4, 'Success']","[[5333, 4822, 3083, 3721], 0.0, 328, 4, 'Success']","[[5333, 4822, 3083, 3721], 0.0, 328, 4, 'Success']"
254,9802,317,"[[254, 855, 9802], 0.0634, 80, 3, 'Success']","[[254, 308, 11837, 12325, 10113, 9802], 0.0, 150, 6, 'Success']","[[254, 308, 11837, 12325, 10113, 9802], 0.0, 150, 6, 'Success']"
6692,11980,2998,"[[6692, 189, 216, 3642, 11980], 7.64164, 540, 5, 'Success']","[[6692, 189, 3363, 609, 858, 4090, 12325, 8160, 10777, 11980], 1.06896, 354, 10, 'Success']","[[6692, 189, 3363, 609, 858, 4090, 12325, 8160, 10777, 11980], 1.06896, 354, 10, 'Success']"
12352,7597,43900,"[[12352, 2537, 3083, 7597], 1.317, 224, 4, 'Success']","[[12352, 3642, 167, 5965, 3083, 7597], 0.0439, 294, 6, 'Success']","[[12352, 3642, 167, 5965, 3083, 7597], 0.0439, 294, 6, 'Success']"
9913,2781,675967,"[[9913, 4792, 398, 2781], 1.67597, 224, 4, 'Success']","[[9913, 4792, 398, 2781], 1.67597, 224, 4, 'Success']","[[9913, 4792, 398, 2781], 1.67597, 224, 4, 'Success']"
8045,4076,7046705,"[[8045, 547, 18, 173, 4076], 3435.16721, 540, 5, 'Success']","[[8045, 547, 18, 173, 4076], 3435.16721, 540, 5, 'Success']","[[8045, 547, 18, 173, 4076], 3435.16721, 540, 5, 'Success']"
4,9587,10475316,"[[4, 10113, 18, 488, 9587], 809.6001299999999, 154, 5, 'Success']","[[4, 10113, 18, 488, 9587], 809.6001299999999, 154, 5, 'Success']","[[4, 10113, 18, 488, 9587], 809.6001299999999, 154, 5, 'Success']"
8869,8110,10,"[[8869, 8768, 124, 996, 8110], 0.04017, 264, 5, 'Success']","[[8869, 8768, 10113, 12768, 10164, 10501, 8110], 0.03025, 344, 7, 'Success']","[[8869, 8768, 10113, 12768, 10164, 10501, 8110], 0.03025, 344, 7, 'Success']"
5771,2476,71,"[[5771, 2636, 6020, 2359, 930, 2476], 1.2241199999999999, 200, 6, 'Success']","[[5771, 2636, 6020, 609, 2359, 930, 2476], 1.22058, 240, 7, 'Success']","[[5771, 2636, 6020, 609, 2359, 930, 2476], 1.22058, 240, 7, 'Success']"
1580,9262,594,"[[1580, 991, 167, 483, 9262], 0.31416, 144, 5, 'Success']","[[1580, 991, 167, 13029, 12768, 11207, 7011, 12334, 886, 11330, 5048, 9262], 0.05575, 434, 12, 'Success']","[[1580, 991, 167, 13029, 12768, 11207, 7011, 12334, 886, 11330, 5048, 9262], 0.05575, 434, 12, 'Success']"
6303,2554,1028,"[[6303, 5043, 233, 600, 2554], 3.15205, 154, 5, 'Success']","[[6303, 4261, 4792, 167, 1059, 600, 2554], 3.08503, 230, 7, 'Success']","[[6303, 4261, 4792, 167, 1059, 600, 2554], 3.08503, 230, 7, 'Success']"
1907,2301,73673,"[[1907, 84, 218, 577, 2301], 8.0256, 140, 5, 'Success']","[[1907, 1919, 12325, 220, 577, 2301], 4.83101, 298, 6, 'Success']","[[1907, 1919, 12325, 220, 577, 2301], 4.83101, 298, 6, 'Success']"
7527,7967,604594,"[[7527, 6057, 2877, 29, 7967], 4.4183900000000005, 160, 5, 'Success']","[[7527, 6057, 137, 12325, 29, 7967], 2.81379, 204, 6, 'Success']","[[7527, 6057, 137, 12325, 29, 7967], 2.81379, 204, 6, 'Success']"
6210,4296,1633653,"[[6210, 32, 141, 4296], 908.3397299999999, 224, 4, 'Success']","[[6210, 32, 141, 4296], 908.3397299999999, 224, 4, 'Success']","[[6210, 32, 141, 4296], 908.3397299999999, 224, 4, 'Success']"
6722,5939,14361707,"[[6722, 301, 5280, 2938, 5939], 45610.51059, 160, 5, 'Success']","[[6722, 321, 2578, 2734, 2938, 5939], 38426.85198, 282, 6, 'Success']","[[6722, 321, 2578, 2734, 2938, 5939], 38426.85198, 282, 6, 'Success']"
1207,9890,7,"[[1207, 855, 5965, 620, 9890], 1.0016100000000001, 160, 5, 'Success']","[[1207, 667, 12325, 5965, 620, 9890], 1.0000200000000001, 194, 6, 'Success']","[[1207, 667, 12325, 5965, 620, 9890], 1.0000200000000001, 194, 6, 'Success']"
4125,3128,20,"[[4125, 5552, 2938, 609, 3128], 1.0000799999999999, 160, 5, 'Success']","[[4125, 5552, 6228, 11178, 609, 3128], 1.0000399999999998, 200, 6, 'Success']","[[4125, 5552, 6228, 11178, 609, 3128], 1.0000399999999998, 200, 6, 'Success']"
2797,3570,202,"[[2797, 1609, 2388, 4038, 3570], 1.0690899999999999, 160, 5, 'Success']","[[2797, 1609, 6953, 12325, 167, 11654, 308, 11837, 6498, 3570], 1.00424, 300, 10, 'Success']","[[2797, 1609, 6953, 12325, 167, 11654, 308, 11837, 6498, 3570], 1.00424, 300, 10, 'Success']"
11709,11956,6588,"[[11709, 2651, 3405, 26, 11956], 3.4543, 154, 5, 'Success']","[[11709, 2651, 9658, 12325, 26, 11956], 2.54416, 188, 6, 'Success']","[[11709, 2651, 9658, 12325, 26, 11956], 2.54416, 188, 6, 'Success']"
6924,485,32637,"[[6924, 6108, 32, 485], 18.31851, 224, 4, 'Success']","[[6924, 6108, 9314, 12325, 182, 485], 2.06528, 184, 6, 'Success']","[[6924, 6108, 9314, 12325, 182, 485], 2.06528, 184, 6, 'Success']"
5957,11188,452976,"[[5957, 3388, 32, 293, 11188], 331.36782, 264, 5, 'Success']","[[5957, 3388, 32, 10113, 12768, 11188], 318.67563, 304, 6, 'Success']","[[5957, 3388, 32, 10113, 12768, 11188], 318.67563, 304, 6, 'Success']"
9460,2732,2651407,"[[9460, 3366, 2912, 2732], 531.29299, 120, 4, 'Success']","[[9460, 3366, 10459, 1983, 313, 2615, 2877, 233, 5663, 2732], 196.34984, 354, 10, 'Success']","[[9460, 3366, 10459, 1983, 313, 2615, 2877, 233, 5663, 2732], 196.34984, 354, 10, 'Success']"
1818,12472,11888123,"[[1818, 141, 32, 383, 12472], 12819.60058, 368, 5, 'Success']","[[1818, 141, 177, 167, 383, 12472], 953.31647, 272, 6, 'Success']","[[1818, 141, 177, 167, 383, 12472], 953.31647, 272, 6, 'Success']"
3824,12928,6,"[[3824, 855, 2359, 966, 12928], 2.0016499999999997, 160, 5, 'Success']","[[3824, 9359, 12325, 5965, 2359, 966, 12928], 2.00005, 234, 7, 'Success']","[[3824, 9359, 12325, 5965, 2359, 966, 12928], 2.00005, 234, 7, 'Success']"
9756,8262,51,"[[9756, 167, 8262], 5e-05, 64, 3, 'Success']","[[9756, 167, 8262], 5e-05, 64, 3, 'Success']","[[9756, 167, 8262], 5e-05, 64, 3, 'Success']"
1212,8214,238,"[[1212, 3967, 463, 7971, 8214], 0.28332999999999997, 160, 5, 'Success']","[[1212, 7122, 12325, 4090, 4744, 7971, 8214], 0.119, 234, 7, 'Success']","[[1212, 7122, 12325, 4090, 4744, 7971, 8214], 0.119, 234, 7, 'Success']"
5798,2326,5006,"[[5798, 141, 18, 2326], 3.5303999999999998, 120, 4, 'Success']","[[5798, 2584, 167, 351, 18, 2326], 2.0600899999999998, 184, 6, 'Success']","[[5798, 2584, 167, 351, 18, 2326], 2.0600899999999998, 184, 6, 'Success']"
2732,5320,21712,"[[2732, 48, 5320], 2.1712, 80, 3, 'Success']","[[2732, 3997, 4777, 12325, 10113, 12768, 6228, 5320], 0.0, 274, 8, 'Success']","[[2732, 3997, 4777, 12325, 10113, 12768, 6228, 5320], 0.0, 274, 8, 'Success']"
2273,2647,230865,"[[2273, 137, 12325, 10, 2647], 393.4705, 164, 5, 'Success']","[[2273, 137, 12325, 10, 2647], 393.4705, 164, 5, 'Success']","[[2273, 137, 12325, 10, 2647], 393.4705, 164, 5, 'Success']"
3964,3613,7319707,"[[3964, 32, 506, 3613], 4020.7022699999998, 224, 4, 'Success']","[[3964, 32, 506, 3613], 4020.7022699999998, 224, 4, 'Success']","[[3964, 32, 506, 3613], 4020.7022699999998, 224, 4, 'Success']"
62,5979,82554081,"[[62, 175, 70, 5979], 4542.72446, 76, 4, 'Success']","[[62, 175, 70, 5979], 4542.72446, 76, 4, 'Success']","[[62, 175, 70, 5979], 4542.72446, 76, 4, 'Success']"
2240,11821,6,"[[2240, 600, 2223, 11821], 0.01014, 120, 4, 'Success']","[[2240, 600, 6079, 9314, 12325, 11821], 2e-05, 184, 6, 'Success']","[[2240, 600, 6079, 9314, 12325, 11821], 2e-05, 184, 6, 'Success']"
9081,387,58,"[[9081, 8768, 2223, 167, 387], 0.17691, 254, 5, 'Success']","[[9081, 8768, 10113, 12325, 167, 387], 0.17406, 288, 6, 'Success']","[[9081, 8768, 10113, 12325, 167, 387], 0.17406, 288, 6, 'Success']"
8770,6997,123,"[[8770, 612, 6997], 1.00012, 80, 3, 'Success']","[[8770, 612, 6997], 1.00012, 80, 3, 'Success']","[[8770, 612, 6997], 1.00012, 80, 3, 'Success']"
419,5688,6074,"[[419, 2, 4822, 5688], 0.0, 197, 4, 'Success']","[[419, 2, 4822, 5688], 0.0, 197, 4, 'Success']","[[419, 2, 4822, 5688], 0.0, 197, 4, 'Success']"
186,6320,31282,"[[186, 32, 6320], 16.60972, 288, 3, 'Success']","[[186, 11906, 11963, 167, 6320], 0.40766, 138, 5, 'Success']","[[186, 11906, 11963, 167, 6320], 0.40766, 138, 5, 'Success']"
9275,4187,735004,"[[9275, 9265, 855, 547, 4187], 402.1067, 540, 5, 'Success']","[[9275, 8152, 9401, 12325, 220, 547, 4187], 252.37161, 614, 7, 'Success']","[[9275, 8152, 9401, 12325, 220, 547, 4187], 252.37161, 614, 7, 'Success']"
